cutoff_percentile,low_n,high_n,outcome,low_mean,high_mean,diff,cohens_d,t_stat,p_value
10,9,8,Stroop,126.55733073413457,146.851462850542,20.294132116407425,0.17784357316530836,0.36599905409446365,0.7194762565251811
10,9,8,WCST,9.642169464641347,9.773073893197875,0.13090442855652817,0.05869683567497201,0.12079709124720046,0.9054550114738089
10,9,8,PRP,560.3447930256174,648.0906050639419,87.74581203832452,0.5184572076470396,1.0669761308208383,0.30285514339926844
15,11,12,Stroop,125.32865681634294,138.52676107158928,13.198104255246335,0.13432398483166202,0.3217930163089221,0.7507907116477853
15,11,12,WCST,9.789235185222019,9.094804582297922,-0.694430602924097,-0.27940913686657026,-0.6693660037650447,0.5105550009248775
15,11,12,PRP,539.904514450909,615.231804201319,75.32728975041005,0.46939899999340023,1.1245148828004659,0.273484471015221
20,15,17,Stroop,143.1321049465485,142.46902261024812,-0.6630823363003913,-0.005886270859020256,-0.016616338984158145,0.9868527081739514
20,15,17,WCST,10.533758835413261,10.019794724241805,-0.5139641111714557,-0.16617732429909804,-0.4691015446227347,0.642388416789281
20,15,17,PRP,562.2986474317314,579.0295206400158,16.73087320828438,0.1077247394613073,0.3040958920750609,0.7631541760473802
25,19,18,Stroop,147.6549624534218,150.62331091641485,2.968348462993049,0.027100770352887705,0.0823936660797427,0.9348030847034183
25,19,18,WCST,11.034172285709252,10.12451512315959,-0.9096571625496619,-0.26423035356201785,-0.8033316852633847,0.42720522671684646
25,19,18,PRP,589.6101354626597,588.9638338872892,-0.6463015753705577,-0.004217668016919741,-0.012822850631043672,0.9898419412183218
33,25,26,Stroop,138.2321178695505,142.21626542175443,3.984147552203922,0.03938447053471979,0.14060365219541407,0.8887594805819201
33,25,26,WCST,10.546405783711593,9.668413487831515,-0.8779922958800785,-0.25497300114844884,-0.9102606861527655,0.36714115602887964
33,25,26,PRP,576.3331739658083,600.6272273675313,24.294053401722977,0.17164340893322658,0.6127717306750972,0.542860952082803
