participant_id,prp_exg_short_mu,prp_exg_short_sigma,prp_exg_short_tau,prp_exg_long_mu,prp_exg_long_sigma,prp_exg_long_tau,prp_exg_overall_mu,prp_exg_overall_sigma,prp_exg_overall_tau,prp_exg_mu_bottleneck,prp_exg_sigma_bottleneck,prp_exg_tau_bottleneck,prp_slow_prob_baseline,prp_slow_prob_post_error,prp_slow_prob_post_error_delta,prp_slow_prob_stable,prp_slow_prob_stable_delta,prp_cb_base,prp_cb_bottleneck,prp_cb_r_squared,prp_cb_rmse,prp_cb_slope,prp_cb_n_trials,prp_cb_n_soa_levels,stroop_exg_congruent_mu,stroop_exg_congruent_sigma,stroop_exg_congruent_tau,stroop_exg_incongruent_mu,stroop_exg_incongruent_sigma,stroop_exg_incongruent_tau,stroop_exg_neutral_mu,stroop_exg_neutral_sigma,stroop_exg_neutral_tau,stroop_exg_mu_interference,stroop_exg_sigma_interference,stroop_exg_tau_interference,stroop_slow_prob_baseline,stroop_slow_prob_post_error,stroop_slow_prob_post_error_delta,stroop_slow_prob_stable,stroop_slow_prob_stable_delta,stroop_lba_congruent_v_correct,stroop_lba_congruent_v_incorrect,stroop_lba_congruent_A,stroop_lba_congruent_b,stroop_lba_congruent_t0,stroop_lba_congruent_n_trials,stroop_lba_incongruent_v_correct,stroop_lba_incongruent_v_incorrect,stroop_lba_incongruent_A,stroop_lba_incongruent_b,stroop_lba_incongruent_t0,stroop_lba_incongruent_n_trials,stroop_lba_neutral_v_correct,stroop_lba_neutral_v_incorrect,stroop_lba_neutral_A,stroop_lba_neutral_b,stroop_lba_neutral_t0,stroop_lba_neutral_n_trials,stroop_lba_v_correct_interference,stroop_lba_b_interference,stroop_lba_t0_interference,wcst_hmm_lapse_occupancy,wcst_hmm_trans_to_lapse,wcst_hmm_trans_to_focus,wcst_hmm_stay_lapse,wcst_hmm_stay_focus,wcst_hmm_lapse_rt_mean,wcst_hmm_focus_rt_mean,wcst_hmm_rt_diff,wcst_hmm_state_changes,wcst_hmm_n_trials,wcst_hmm_lapse_dwell_mean,wcst_hmm_focus_dwell_mean,wcst_hmm_long_lapse_episode_rate,wcst_hmm_lapse_rt_sd,wcst_hmm_focus_rt_sd,wcst_hmm_state_entropy,wcst_slow_prob_baseline,wcst_slow_prob_shift_k0,wcst_slow_prob_shift_k0_delta,wcst_slow_prob_shift_k1,wcst_slow_prob_shift_k1_delta,wcst_slow_prob_shift_k2,wcst_slow_prob_shift_k2_delta,wcst_slow_prob_shift_k3,wcst_slow_prob_shift_k3_delta,wcst_slow_prob_shift_k4,wcst_slow_prob_shift_k4_delta,wcst_slow_prob_shift_k5,wcst_slow_prob_shift_k5_delta,wcst_slow_prob_post_error,wcst_slow_prob_post_error_delta,wcst_slow_prob_stable,wcst_slow_prob_stable_delta,wcst_hmm2d_lapse_occupancy,wcst_hmm2d_trans_to_lapse,wcst_hmm2d_trans_to_focus,wcst_hmm2d_stay_lapse,wcst_hmm2d_stay_focus,wcst_hmm2d_lapse_dwell_mean,wcst_hmm2d_focus_dwell_mean,wcst_hmm2d_state_entropy,wcst_rl_alpha,wcst_rl_beta,wcst_rl_n_trials,wcst_rl_alpha_pos,wcst_rl_alpha_neg,wcst_rl_alpha_asymmetry,wcst_rl_beta_asym,wcst_rl_asym_n_trials,wcst_wsls_p_stay_win,wcst_wsls_p_shift_lose,wcst_wsls_win_n,wcst_wsls_lose_n,wcst_wsls_pair_n,wcst_wsls_excluded_n,wcst_brl_hazard,wcst_brl_noise,wcst_brl_beta,wcst_brl_negloglik,wcst_brl_n_trials
06qcrpGKL6Vc3LVplFQC90VAcRm1,727.1676683363941,130.92359288477036,86.72518641690493,455.6750673841328,78.01653363392846,20.08048360369404,622.5729361630031,197.4064985242428,72.0148226186475,271.4926009522613,52.9070592508419,66.6447028132109,0.7269459146074558,0.999940912268331,0.2729949976608752,0.7294586189843898,0.0025127043769339,480.517992424186,443.7592803027368,0.997480202021859,7.820101288699138,-0.9563923444955572,112,5,553.4321957173951,88.22131633647811,129.2446206672264,565.358136224493,60.18746517906967,166.321489131413,539.1562096636112,67.81288703689607,130.98812078595265,11.925940507097948,-28.03385115740844,37.07686846418659,0.3699458967638567,0.5499698425173761,0.1800239457535194,0.3472083103270252,-0.0227375864368314,,,,,,36,3.982802218501835,1.372747475280952,0.8727381279202442,1.949053368603353,0.1376709391550598,36,,,,,,36,,,,14.634146341463412,0.1105933267905489,0.5704105884941837,0.4295894115058162,0.8894066732094511,2045.7217003220696,879.6426140860427,1166.0790862360268,12,82,1.7142857142857142,11.666666666666666,0.1428571428571428,661.2564332824772,231.5493199145524,0.4163101406677759,0.1744330930582609,0.0145678022407634,-0.1598652908174975,0.2241903231838764,0.0497572301256154,0.4871101830242429,0.312677089965982,0.226961413069121,0.05252832001086,0.0839158642889113,-0.0905172287693496,0.0140364754738995,-0.1603966175843614,0.5676114773834662,0.3931783843252052,0.0642298705419225,-0.1102032225163383,15.853658536585366,0.102941176470589,0.5384615384615373,0.4615384615384627,0.897058823529411,1.8571428571428568,8.625,0.437235217212901,0.9853528877890352,0.7412244643050161,82,0.99,0.9014652988304644,0.0885347011695355,0.7848341406173033,82,1.0,0.8333333333333334,20,6,26,33,0.1835811143071969,0.1391924492876693,6.665842327556847,21.15901107932263,82
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,528.3220819383522,22.54538320875563,352.4753377056289,334.03316474860173,10.0,71.21869076577782,329.6542819573645,10.0,385.4218741080256,194.2889171897505,12.54538320875563,281.25664693985107,0.2150755411164293,0.6122371613166734,0.397161620200244,0.1769924820282889,-0.0380830590881404,438.2094202893552,529.6837891159585,0.983472413320634,25.94883995593245,-1.1662860493480118,107,5,503.0086195186605,68.55810358397859,120.45560749022988,483.5277483993613,69.44131550419506,233.04231037087092,450.5665538855805,10.0,278.1856520422729,-19.480871119299195,0.8832119202164677,112.58670288064108,0.1474742292542537,0.1432947158793446,-0.0041795133749091,0.1170618147183588,-0.0304124145358948,0.5,0.4677431013713103,0.1,0.8399725401946139,0.1615944005949842,36,0.5,0.4546917039452253,0.5598473655411645,1.5922684257045647,0.1,36,,,,,,36,0.0,0.7522958855099509,-0.0615944005949842,2.5974025974025974,0.0135135135139284,0.9999999999999216,7.845416045360647e-14,0.9864864864860716,5834.749999947754,1156.370666666148,4678.379333281606,3,77,1.0,37.5,0.0,486.94999999995343,477.69354270238097,0.120456033849227,0.0259740259744241,6.079081800809129e-13,-0.0259740259738162,0.2000000000006263,0.1740259740262021,2.579846501565335e-15,-0.0259740259744216,2.47230932584864e-21,-0.0259740259744241,2.9292190918470544e-25,-0.0259740259744241,8.140145713784147e-19,-0.0259740259744241,0.0909090909093767,0.0649350649349525,6.799747985955876e-13,-0.0259740259737442,20.77922077922078,0.1497664791497255,0.6235290937055512,0.3764709062944487,0.8502335208502744,1.6,6.1,0.511016781978249,0.01,0.1,77,0.0594651219541899,0.99,-0.93053487804581,1.189828624983015,77,1.0,1.0,14,3,17,39,0.2024472181408468,0.1870299215141634,7.217372575732061,20.552214050681737,77
0d841i8KPjdjwCYfDuUUXj0SEjH2,597.5298740498009,42.99123231708736,447.2950353661828,320.6843686957025,32.580069074064404,208.5453819358645,426.58237087199217,122.55615025273536,441.2465411304857,276.8455053540984,10.411163243022957,238.7496534303183,0.494734856638216,0.8442659148574111,0.349531058219195,0.4357515545677593,-0.0589833020704567,679.6970343728577,551.2820068930318,0.5816040049726222,153.60145258093686,-0.2863508767032176,113,5,622.6330985575368,121.79472919205246,129.28902703714735,748.2902880174246,109.83105459625966,282.09121902511623,630.3133496964773,133.93346005626586,346.7857338217774,125.65718945988785,-11.963674595792796,152.80219198796888,0.454244729578078,0.4653043166358903,0.0110595870578123,0.4333075511542466,-0.0209371784238314,3.982802218501835,1.372747475280952,0.8727381279202442,1.949053368603353,0.1376709391550598,36,3.982802218501835,1.372747475280952,0.8727381279202442,1.949053368603353,0.1376709391550598,36,,,,,,36,0.0,0.0,0.0,11.76470588235294,0.101557380875602,0.6914232094722136,0.3085767905277863,0.8984426191243979,3904.985941411299,1348.5779905362926,2556.4079508750065,11,68,1.3333333333333333,10.0,0.0,1792.6530929329308,398.14934281818336,0.362210557135449,0.1453937069855912,0.4229879508988935,0.2775942439133023,0.6120114293853886,0.4666177223997973,0.088069947706076,-0.0573237592795151,0.0646861946030556,-0.0807075123825355,0.0209386123857275,-0.1244550945998636,0.0227210165488488,-0.1226726904367424,0.4144309148944385,0.2690372079088473,0.0159502084124104,-0.1294434985731808,11.76470588235294,0.0677966101694915,0.6250000000000056,0.3749999999999945,0.9322033898305084,1.6,12.0,0.362210557135449,0.01,0.1,68,0.01,0.01,0.0,0.1,68,1.0,1.0,14,1,15,32,0.2760757748106034,0.0124775811369596,6.496066379429266,20.4892706195129,68
0oa5NYVnIBS9NmrmRAZrahXDctP2,417.1324888024935,10.0,427.4866193294597,406.6264467204156,73.93859506603798,103.23390348330126,400.0036689493874,69.323288617285,320.4295181051457,10.506042082077895,-63.938595066037976,324.2527158461584,0.2921601297970719,0.5147772716880412,0.2226171418909693,0.2287002882712606,-0.0634598415258112,494.6417984188543,455.1339910547308,0.9766541352382104,25.555579683273223,-1.0802745152345938,104,5,425.2190617040743,59.93669827538661,132.016291002902,399.5401677897119,38.11791846492789,158.09384831412746,501.3908222516365,108.59695901868574,34.823542294496995,-25.67889391436239,-21.818779810458715,26.077557311225465,0.1287813474181086,0.3065055178119559,0.1777241703938472,0.109433970757695,-0.0193473766604135,3.764270993460116,1.1226242615474675,0.9255408121955796,2.051146545918802,0.2870841928089407,36,3.786493981727271,1.1451659804557273,0.9185232061017644,2.0072140937541545,0.2422460553984925,36,1.3718874521103024,1.337132508052697,0.521592055398806,1.2301206074135589,0.2545124512000493,36,-0.0222229882671545,-0.0439324521646473,-0.0448381374104481,1.36986301369863,0.0,1.0,0.0,1.0,12336.79999999702,909.8791666668322,11426.920833330189,1,73,1.0,72.0,0.0,0.0,554.72678759012,0.0723777895161174,0.0136986301369863,0.0,-0.0136986301369863,0.0,-0.0136986301369863,0.0,-0.0136986301369863,0.0,-0.0136986301369863,0.0,-0.0136986301369863,0.0,-0.0136986301369863,0.0,-0.0136986301369863,0.0,-0.0136986301369863,13.6986301369863,0.1129032258064524,0.7999999999999959,0.200000000000004,0.8870967741935476,1.25,7.875,0.3994548015236374,0.01,0.1,73,0.01,0.6063264633552256,-0.5963264633552255,7.209758653795157,73,1.0,1.0,16,2,18,34,0.1963928530515752,0.0649376731275228,10.0,5.699049859872247,73
146QT9LupyU2BAiTsB3PMIpVXM22,566.4096246174747,84.41974974658419,452.16486308870833,378.9338942262255,92.25060084730715,102.72784540581532,386.1045990591287,103.7879794096144,447.641971161917,187.4757303912492,-7.830851100722967,349.43701768289304,0.4257197987071354,0.9942592824407176,0.568539483733582,0.3534065270428596,-0.0723132716642758,602.4190470069302,452.9740193993132,0.7623178856470785,109.50766328321414,-1.9832993008768411,100,5,719.6151743079349,193.45392263604543,43.10002822520409,710.128773162665,187.97672789062383,172.652799063197,525.868948817035,76.6343788536928,210.0498519168617,-9.486401145269951,-5.477194745421599,129.5527708379929,0.0351686706285925,0.0257853645488131,-0.0093833060797794,0.0280027390005265,-0.007165931628066,,,,,,36,3.982802218501835,1.372747475280952,0.8727381279202442,1.949053368603353,0.1376709391550598,36,,,,,,36,,,,25.97402597402597,0.2005632017650087,0.469126129754785,0.5308738702452148,0.7994367982349913,1564.628913158142,935.24797795888,629.3809351992621,17,77,2.2222222222222223,6.333333333333333,0.1111111111111111,479.8793004492136,188.88607432307,0.5727850616244737,0.3164040528070881,0.2191384301894043,-0.0972656226176837,0.7550848866078114,0.4386808338007232,0.611248777515381,0.2948447247082928,0.6699279082644856,0.3535238554573974,0.6087159641605144,0.2923119113534263,0.4395147111860508,0.1231106583789626,0.750464166210834,0.4340601134037459,0.1302785125852243,-0.1861255402218637,11.688311688311687,0.1194029850746273,0.8888888888888892,0.1111111111111107,0.8805970149253727,1.125,7.555555555555555,0.3606684718796419,0.01,0.1,77,0.01,0.01,0.0,0.1,77,1.0,1.0,16,2,18,35,0.2151532582187585,0.001,7.976264632227479,12.146359419838292,77
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,827.7889634042483,111.223047402641,217.115837724556,278.9952670711143,10.0,282.5758244954712,728.3134086794236,303.53673311004627,140.14456469286426,548.793696333134,101.223047402641,-65.45998677091518,0.167597352368807,0.519813096913677,0.35221574454487,0.1253049796015722,-0.0422923727672347,618.9737985735527,539.374785040985,0.9547513976724766,42.26705178134775,-0.8439529925518732,104,5,845.9334787274848,239.2473963743492,239.8895063143262,824.967476570414,254.43975091955843,395.28513209715794,798.1039042571555,260.40439992084794,427.5022883908701,-20.966002157070875,15.192354545209213,155.39562578283173,0.3100627013147009,0.9434998942411672,0.6334371929264664,0.2761578881106892,-0.0339048132040117,,,,,,36,3.982802218501835,1.372747475280952,0.8727381279202442,1.949053368603353,0.1376709391550598,36,,,,,,36,,,,14.492753623188406,0.0891557112806153,0.5479495382016034,0.4520504617983967,0.9108442887193846,5158.078486922394,1547.9120441472364,3610.166442775158,11,69,1.6666666666666667,9.833333333333334,0.0,2615.160987700571,433.9469658915215,0.4138085318381592,0.161198423801177,0.05210131333093,-0.1090971104702469,0.8011792801677642,0.6399808563665872,0.6002102017175718,0.4390117779163948,0.2645097461099617,0.1033113223087847,0.0209407632358645,-0.1402576605653124,0.0065576156856447,-0.1546408081155322,0.8043975499224273,0.6431991261212503,0.0102092680217625,-0.1509891557794144,13.043478260869565,0.0847457627118639,0.6666666666666651,0.3333333333333349,0.915254237288136,1.5,10.0,0.3872123751863606,0.1794775299281075,1.6412118740918562,69,0.0154329477136923,0.4893207266753706,-0.4738877789616783,10.0,69,1.0,0.5,25,2,27,28,0.2320357363718924,0.065758788777605,6.834514247350514,17.080415779823287,69
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,1324.7434453488956,257.82882341036634,369.8866400810094,588.4936616573173,80.0907141944658,273.0630436577494,1080.9340844032683,449.8112215106484,331.91330411154985,736.2497836915784,177.73810921590052,96.82359642325996,0.1220504943269406,,,0.1215748160026754,-0.0004756783242651,861.547826095581,968.023764813978,0.9541035778715607,70.69096031763885,-0.2332010609511638,114,5,849.6438120555024,170.87920907216613,11.18704364170474,805.3387536172947,139.79442423018742,287.64203953600907,705.2534365340696,141.2252661554946,174.14891330701823,-44.30505843820765,-31.08478484197872,276.4549958943043,0.1920282508026161,0.1395292914648095,-0.0524989593378065,0.1954797765935712,0.0034515257909551,,,,,,36,3.982802218501835,1.372747475280952,0.8727381279202442,1.949053368603353,0.1376709391550598,36,,,,,,36,,,,1.3888888888888888,0.0142857142857156,1.0,0.0,0.9857142857142844,13130.0,1792.1971831053077,11337.802816894691,2,72,1.0,35.5,0.0,0.0,1040.54771153649,0.0731901291558692,0.0138888888888888,0.0,-0.0138888888888888,0.0,-0.0138888888888888,0.0,-0.0138888888888888,0.0,-0.0138888888888888,0.0,-0.0138888888888888,0.0,-0.0138888888888888,0.0,-0.0138888888888888,0.0,-0.0138888888888888,13.88888888888889,0.1147540983606583,0.700000000000006,0.299999999999994,0.8852459016393417,1.4285714285714286,7.75,0.4029413578669423,0.01,0.1,72,0.01,0.01,8.673617379884035e-18,0.1,72,1.0,0.8333333333333334,16,6,22,31,0.1503700743889001,0.0288529619422907,6.2766257688933536,15.206297674172475,72
1fbLQPCcysVlSKup96K4yI5NX6G3,663.1397850835693,58.48265287540216,449.3486478574061,355.4349891851235,10.0,174.28696626458307,354.90126753412403,10.0,557.7782423016181,307.7047958984458,48.48265287540216,275.061681592823,0.1502745871730662,0.1024218672983856,-0.0478527198746805,0.1220175868653718,-0.0282570003076943,627.0125002562972,523.5659053685773,0.8406182545220616,93.12197515985709,-1.6973299771086283,114,5,686.8430249067598,230.7890072688006,243.88074782843003,711.0518226250309,192.9093537568118,262.2824951126794,869.2487050374523,238.73942339876123,10.0,24.20879771827117,-37.87965351198878,18.401747284249357,0.0287888146815058,1.1659453821389736e-10,-0.0287888145649113,0.0113646606433787,-0.017424154038127,4.890300582365402,2.307305135772024,0.8074578747492585,1.0868169604950226,0.2801543751582268,36,,,,,,36,,,,,,36,,,,3.296703296703297,5.2460115007265427e-08,0.3329606153003587,0.6670393846996414,0.9999999475398852,5921.247998897737,1276.3772029924974,4644.870795905239,1,91,3.0,88.0,0.0,1364.3922317711615,387.5881774599511,0.1449092148675478,0.0330038716919136,1.7253060213215746e-11,-0.0330038716746606,1.1035543260104661e-08,-0.0330038606563704,3.8975944385149256e-10,-0.0330038713021542,5.651316982299203e-09,-0.0330038660405966,7.509340212635557e-11,-0.0330038716168202,2.1750450157462303e-09,-0.0330038695168686,0.0909090953055437,0.05790522361363,2.4392174534425733e-11,-0.0330038716675215,25.274725274725277,0.1194029850748831,0.3913043478240482,0.6086956521759518,0.8805970149251168,2.555555555555556,7.555555555555555,0.5653332326888753,0.01,0.1,91,0.99,0.99,0.0,0.2993384315738459,91,0.9523809523809524,0.5,21,10,31,35,0.0372242549119907,0.2863219808647771,4.60386388589695,36.5390716022985,91
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,1154.9180903968238,160.3469988363,350.3337602279049,492.56384893390026,10.0,358.3296076699323,931.6603510027996,352.5411276232789,329.6091064182162,662.3542414629235,150.3469988363,-7.995847442027355,0.2248727669970758,,,0.2237211754857004,-0.0011515915113753,850.9000022005048,913.6390654322616,0.7280739986663225,155.6034940352995,0.8325228096544354,102,5,610.268138402418,31.882646197627587,376.459457507708,518.7999711784157,10.0,386.06630130937793,511.53686722149166,52.538185504223286,326.98369855018404,-91.46816722400229,-21.882646197627587,9.606843801669982,0.0882594122473088,0.0532935687123223,-0.0349658435349864,0.0993599704789902,0.0111005582316814,,,,,,36,3.982802218501835,1.372747475280952,0.8727381279202442,1.949053368603353,0.1376709391550598,36,3.982802218501835,1.372747475280952,0.8727381279202442,1.949053368603353,0.1376709391550598,36,,,,1.1363636363636365,0.0,1.0,0.0,1.0,33756.39999997616,1551.0022988497526,32205.397701126407,1,88,1.0,87.0,0.0,0.0,855.607951358818,0.0621776517174248,0.0113636363636363,0.0,-0.0113636363636363,0.0,-0.0113636363636363,0.0,-0.0113636363636363,0.0,-0.0113636363636363,0.0,-0.0113636363636363,0.0,-0.0113636363636363,0.0,-0.0113636363636363,0.0,-0.0113636363636363,11.363636363636363,0.1038961038961043,0.8999999999999995,0.1000000000000005,0.8961038961038957,1.1111111111111112,8.666666666666666,0.3540511393449268,0.01,0.1,88,0.01,0.01,0.0,0.1,88,0.9655172413793104,0.75,29,4,33,34,0.0856520525387829,0.001,4.963772398944236,21.364342262025104,88
23hG7h2ByUZDbmOMTDtp0HT0xRb2,716.7284964964825,113.96884603669491,759.1034367005632,459.9854394658917,10.0,443.5482871869048,464.63005333800265,10.0,814.4623131416789,256.7430570305908,103.96884603669491,315.5551495136584,0.2723252225154268,0.542128794664801,0.2698035721493741,0.2546986650778604,-0.0176265574375664,903.572727290249,662.4004869770048,0.901910052635034,72.38601649613294,-1.5957644110275684,105,5,644.7890410200653,111.22259032273442,344.34589024541674,681.1623908655861,193.5395862592167,681.8876936874425,744.0407143670101,162.27973306348127,318.6721186854965,36.373349845520806,82.31699593648227,337.5418034420257,0.2386854314467297,,,0.228238240808161,-0.0104471906385686,,,,,,36,,,,,,36,,,,,,35,,,,16.40625,0.1412154329653298,0.6099372502970014,0.3900627497029985,0.8587845670346702,5090.739283269554,1432.6219017432452,3658.117381526309,27,128,1.5,7.642857142857143,0.0,1810.1920982987133,585.5892981913237,0.4463454476726184,0.1981892037840109,0.0224903532242025,-0.1756988505598083,0.3489268165439579,0.150737612759947,0.2615619638340885,0.0633727600500775,0.0137558052825106,-0.1844333985015002,0.0088560836604533,-0.1893331201235575,0.012008608896199,-0.1861805948878118,0.3208977144613375,0.1227085106773266,0.0471293536601308,-0.15105985012388,37.5,0.2531645569620327,0.4374999999999929,0.5625000000000071,0.7468354430379671,2.2857142857142856,3.809523809523809,0.6615632381579821,0.01,0.1,128,0.99,0.4787866180584703,0.5112133819415297,0.3864000278759344,128,0.9,0.5294117647058824,20,17,37,61,0.3,0.3,5.125581027556005,96.0967807333022,128
