Group,Variable,Column,N,Mean,SD,Min,Max,Median,Skewness,Kurtosis
Total,Age (years),age,212,20.382075471698112,3.371227494388591,-20.0,29.0,20.0,-7.890546147286645,95.62434528147098
Total,UCLA Loneliness,ucla_score,212,40.632075471698116,11.114932078212703,20.0,73.0,40.0,0.3638200267347495,-0.34935815301918893
Total,DASS-21 Depression,dass_depression,212,7.632075471698113,7.983187869704521,0.0,42.0,4.0,1.7003855579895777,3.275376052130616
Total,DASS-21 Anxiety,dass_anxiety,212,5.613207547169812,5.917394640475453,0.0,28.0,4.0,1.3393539001243913,1.4962420762913053
Total,DASS-21 Stress,dass_stress,212,10.10377358490566,7.659123042970116,0.0,42.0,8.0,0.8813232677801001,0.7254846663498684
Total,WCST Perseverative Error Rate,pe_rate,212,10.676828584323411,6.063534743417169,0.0,48.4375,9.938271604938272,1.9762090233685212,8.010674285078869
Male,Age (years),age,82,21.109756097560975,2.119900402744184,18.0,29.0,21.0,0.6689275702592846,0.5159336904796339
Male,UCLA Loneliness,ucla_score,82,38.073170731707314,11.674368344458545,20.0,73.0,36.0,0.7460022485762042,0.16508290849719476
Male,DASS-21 Depression,dass_depression,82,6.146341463414634,7.973911088970254,0.0,42.0,2.0,1.9484973504251282,4.435090824581635
Male,DASS-21 Anxiety,dass_anxiety,82,4.804878048780488,6.276428614887912,0.0,28.0,2.0,1.693078873648795,2.529127432756969
Male,DASS-21 Stress,dass_stress,82,9.073170731707316,8.30406785309239,0.0,42.0,8.0,1.2167648139652651,1.82872315114769
Male,WCST Perseverative Error Rate,pe_rate,82,10.3792322950409,6.547590148914785,0.0,48.4375,9.549006838163464,2.7660962770708566,13.132547040127474
Female,Age (years),age,130,19.923076923076923,3.9011335752998186,-20.0,29.0,20.0,-8.161009929430167,83.01178127137466
Female,UCLA Loneliness,ucla_score,130,42.246153846153845,10.474081365029784,20.0,70.0,42.0,0.18050517489426918,-0.4436264508957355
Female,DASS-21 Depression,dass_depression,130,8.569230769230769,7.875916052578454,0.0,38.0,6.0,1.6438437572276507,2.9336588106565307
Female,DASS-21 Anxiety,dass_anxiety,130,6.123076923076923,5.644528646171248,0.0,26.0,4.0,1.1334681862771223,0.9075743636669302
Female,DASS-21 Stress,dass_stress,130,10.753846153846155,7.179926300567036,0.0,30.0,10.0,0.6647296497106301,-0.2027209178072198
Female,WCST Perseverative Error Rate,pe_rate,130,10.864543166793919,5.755572182675962,0.0,32.03125,10.119470914521404,1.2623044824711587,2.7075098108846154
