outcome,outcome_column,n,model0_r2,model1_r2,model2_r2,model3_r2,model0_adj_r2,model1_adj_r2,model2_adj_r2,model3_adj_r2,model0_aic,model1_aic,model2_aic,model3_aic,delta_r2_dass,F_dass,p_dass,delta_r2_ucla,F_ucla,p_ucla_ols,p_ucla_wald,delta_r2_interaction,F_interaction,p_interaction_ols,p_interaction_wald,ucla_beta,ucla_se,ucla_t,ucla_p,interaction_term,interaction_beta,interaction_se,interaction_t,interaction_p,female_n,female_ucla_beta,female_ucla_se,female_ucla_p,male_n,male_ucla_beta,male_ucla_se,male_ucla_p,vif_max,vif_mean,bp_stat,bp_p,shapiro_p
WCST Perseverative Error Rate,pe_rate,185,0.013058635836453392,0.03284978952544093,0.034772432495142946,0.034842224709068836,0.002213126340150695,0.00583442051777161,0.0022366717927319035,-0.0033278567996120056,1073.5681578586373,1075.8206480909862,1077.4525119316704,1079.4391347480628,0.01979115368898754,1.2209811436944857,0.3035399902383929,0.0019226429697020153,0.35455933929822364,0.552299778361655,0.5479235927610648,6.979221392588997e-05,0.012799173545643316,0.9100529822794421,0.9080004082341804,-0.2672672240288588,0.4439470789006024,-0.6020249636301777,0.5471575205146331,z_ucla_score:C(gender_male)[T.1],0.07569438446908089,0.6540793588147794,0.11572660633450113,0.9078692191170546,109,-0.05119823274353796,0.5731366638072728,0.928819743547828,76,-0.6474296383883962,0.7912438389205222,0.4132185141970326,2.383245331159015,1.9805128760022606,13.148876153690408,0.06856306852752385,6.838420294267956e-05
Stroop Interference Effect,stroop_interference,185,0.026846763488216796,0.037895652834068594,0.04631395801975946,0.046806232050837004,0.016152771878197192,0.011021229728874982,0.014167237503571517,0.009109303374881472,2231.417297764956,2235.304848491385,2235.6789957968504,2237.5834777707028,0.011048889345851798,0.6852171488235916,0.5621703711646497,0.008418305185690866,1.5712281160596273,0.21167266518816918,0.2577388178640524,0.0004922740310775442,0.09141111328099268,0.7627458123144796,0.7641287675808575,12.873927240585706,11.338780152020108,1.1353890866551546,0.25621233024247103,z_ucla_score:C(gender_male)[T.1],4.627708275079516,15.39870233702312,0.30052586080277105,0.7637760734728093,109,11.76750371454546,15.185795151625122,0.4383975437934554,76,13.084063031428752,19.07600445420504,0.49278173818911575,2.383245331159015,1.9805128760022606,7.084055341129785,0.42018088816371957,0.003012189244151016
PRP Delay Effect,prp_bottleneck,185,0.12689668593537473,0.1334491168963059,0.15727638236764452,0.16718764857769308,0.11730214402257666,0.10924378496603504,0.1288699682901493,0.13425156688302564,2353.145028943478,2357.7514123705587,2354.5932827991055,2354.4046032730157,0.006552430960931166,0.4511699446914513,0.7167827716202257,0.02382726547133862,5.032792679780521,0.026104734018995004,0.03595206717243731,0.009911266210048564,2.106469862247551,0.148447410126835,0.12988537664317062,31.774142423071996,15.033946827148855,2.113493069277928,0.03455858759692418,z_ucla_score:C(gender_male)[T.1],30.46246899243868,20.01958142893814,1.5216336615512567,0.12810089820523438,109,22.450005512206477,19.564475359600937,0.25117988827932625,76,30.73312602498745,22.601393103070432,0.17389670015222292,2.383245331159015,1.9805128760022606,6.191171625382968,0.5176132017738224,0.2174126961128628
WCST Accuracy (%),wcst_accuracy,185,0.016466680433769754,0.05628415963936817,0.07050303423207427,0.07518962637235727,0.005658621976998068,0.029923381975663355,0.039171675835402486,0.03861520481646186,1235.2424678584812,1233.5970817209973,1232.7884928476055,1233.8533497096228,0.039817479205598416,2.5174699392133637,0.05970399350704245,0.014218874592706099,2.722934846173146,0.10067944024026855,0.10151702320199266,0.004686592140282997,0.8969696193785222,0.3448867594221632,0.32496048388154763,1.1270635427358886,0.6847060114378498,1.6460546919532795,0.0997524994019811,z_ucla_score:C(gender_male)[T.1],-0.9618518026927051,0.9744611006827721,-0.9870602346453521,0.3236131105051543,109,1.5344399823907453,0.8035995962228095,0.056202985986011894,76,0.6859339605628776,1.293056332056182,0.5957826900155186,2.383245331159015,1.9805128760022606,10.36198991174117,0.16897093686491746,1.1212220380787585e-05
WCST Mean Reaction Time (ms),wcst_mean_rt,185,0.03533115840747847,0.040446240542099,0.05372324505452475,0.060755123584699255,0.024730401906461807,0.01364306290361017,0.02182627578669971,0.023609845986354072,2778.989211332025,2784.0056531685004,2783.4279994335884,2784.0481122578967,0.00511508213462053,0.3180644103478324,0.8123056560772495,0.01327700451242575,2.497479506772806,0.1158039981497868,0.24547741811843407,0.007031878530174507,1.3251522910523181,0.25122213884014694,0.33805618683736116,71.3301479854035,61.2145181200437,1.1652488686674412,0.2439182696049208,z_ucla_score:C(gender_male)[T.1],77.16538850529103,80.32915003470444,0.9606150254540653,0.3367457709635231,109,17.164229317763603,55.35391740266341,0.7564989310805632,76,135.63441324983273,124.98820961507943,0.2778429751938777,2.383245331159015,1.9805128760022606,7.98410963077873,0.33399718881293866,1.64313950073013e-10
WCST Reaction Time SD,wcst_sd_rt,185,0.005932133875682366,0.012524714988582653,0.014035526970613832,0.016496071013364144,-0.0049916888289804895,-0.015058393531289349,-0.019199230547230828,-0.0223995645962769,3038.255502727467,3043.0245106037883,3044.741248578543,3046.2789909619414,0.0065925811129002865,0.3983465163199858,0.7543512150324893,0.0015108119820311794,0.272752761542496,0.6021404885237727,0.6738175948692131,0.0024605440427503122,0.4428211039436767,0.5066301780295431,0.5766790169601002,47.76701401457151,113.29637841532487,0.42161112899360226,0.6733088817641295,z_ucla_score:C(gender_male)[T.1],90.6154493744404,162.02220937298915,0.5592779516161009,0.5759720403608035,109,-41.098915034768815,97.47566406372539,0.6732932271314938,76,187.31911275863297,246.02236499266172,0.44642380839327367,2.383245331159015,1.9805128760022606,3.282903261221144,0.8576567813452765,1.9411868519886447e-16
WCST Perseverative Error Count,pe_count,185,0.012285927339012792,0.03793968435539263,0.04160435222041947,0.04178234057602814,0.0014319265405404735,0.011066491180962257,0.009298880946950416,0.003886726926492612,1139.2055157568843,1140.3370356201267,1141.6309903987406,1143.5966299508,0.02565375701637984,1.5910376342863715,0.19318526736971742,0.0036646678650268383,0.6806279655860835,0.4104748077135493,0.4007018767886966,0.00017798835560867143,0.03287764385565165,0.8563223580380444,0.8537825019849621,-0.44044008015730784,0.5228477614973623,-0.842386852524623,0.3995714498232059,z_ucla_score:C(gender_male)[T.1],0.14428763395179223,0.7817766013867626,0.18456376629314064,0.8535712079351181,109,-0.276462083477069,0.667896349004708,0.6789256490753297,76,-0.8006928383783172,0.9455267723265258,0.39709436383318275,2.383245331159015,1.9805128760022606,10.758240559190584,0.1495176182814248,4.874574861977677e-10
WCST Perseverative Responses (count),perseverativeResponses,79,0.0042983358522933335,0.020479175201695843,0.02109962956230793,0.02882218387594626,-0.021904339520014915,-0.04661129225024285,-0.06047540130749973,-0.06692774165741122,589.0046295251602,593.710279231924,595.6602226902081,597.0345195935495,0.01618083934940251,0.40196568315247894,0.7520020285507832,0.0006204543606120883,0.04563560839607179,0.8314433394443749,0.8282753333393372,0.00772255431363833,0.5645736003902753,0.45490672990921754,0.4496066230502821,-0.3102835509252758,1.4252524546966703,-0.21770427400618791,0.8276595333763543,z_ucla_score:C(gender_male)[T.1],-1.7909219368519846,2.3556188842320207,-0.7602766087672376,0.44708926079990374,39,0.6770529477898606,2.060010543909253,0.7424090651051989,40,-0.09269013591107172,3.330030059533481,0.9777940503849432,2.3786435268980277,1.8518542914904803,9.422449753912419,0.22373135285671789,0.0007411575769738796
WCST Perseverative Errors (count),perseverativeErrorCount,79,0.007166921451545849,0.047173334353570406,0.047918610584249066,0.04791874777717009,-0.01896026482604518,-0.018088766033171444,-0.03142150520039677,-0.04594841793494009,508.68683852190395,511.4376042684189,513.3757883449981,515.3757769612639,0.04000641290202456,1.0216857018327488,0.38811789831607046,0.0007452762306786598,0.05636061076857803,0.813017698869579,0.8024444753061952,1.3719292102365443e-07,1.0230951788976674e-05,0.9974568722654739,0.9973961319269804,-0.20484223833734277,0.8157476159187903,-0.25110982164088275,0.8017292025767324,z_ucla_score:C(gender_male)[T.1],-0.004546938362366804,1.3883859471808886,-0.0032749815507707647,0.9973869474547776,39,-0.057871246392238396,1.16070347551911,0.9602349340339768,40,0.054764243774750226,1.8027576876371358,0.975765558919575,2.3786435268980277,1.8518542914904803,10.865670040063925,0.14458670635894685,4.366576527763379e-06
WCST Perseverative Responses (%),perseverativeResponsesPercent,79,0.004548020621380489,0.04418288378475954,0.04435172386507269,0.06299154612620528,-0.021648084099109566,-0.02128404198340772,-0.03528563247950456,-0.02938956904445056,541.6277131169986,544.41792013362,546.4039639652972,546.8478512831894,0.03963486316337905,1.0090302010854264,0.3937666770914732,0.00016884008031314846,0.012720669399110153,0.9105141357990746,0.9036773334913184,0.018639822261132588,1.4123964144283672,0.23861902622294576,0.1911774189390306,0.11994196840213722,0.9876284364575413,0.1214444258332102,0.9033390305352448,z_ucla_score:C(gender_male)[T.1],-2.061800394377194,1.5623345435800169,-1.319691997369958,0.1869378729882598,39,1.5637485511229425,1.431910859077157,0.27480182517041607,40,-0.7253304404158539,2.1181732824742188,0.7320257648764805,2.3786435268980277,1.8518542914904803,8.951432201753903,0.2561618597100605,0.30229758883185703
