feature,importance_mean,importance_std
stroop_effect,0.022161124960724102,0.0017879411887971146
stroop_accuracy,0.012382896731574252,0.0024590407760131903
mrt_incong,0.047026530841386666,0.004039683035120035
mrt_cong,0.025629631555439045,0.0030943549721033155
mrt_total,0.024711677300191266,0.002660210136827915
stroop_ratio_incong_cong,0.03661726879343045,0.0040854912237458406
prp_bottleneck,0.01521256556096879,0.002682378389957562
prp_rt_slope,0.013609321637499021,0.0021450098813174602
prp_mrt_t1,0.03625864448415427,0.005742153333712122
prp_mrt_t2,0.03068410094576846,0.005423981477918984
prp_acc_t1,0.06777722969500075,0.014832941146667326
prp_acc_t2,0.029100553133161,0.003440773635632379
wcst_total_errors,0.006479678573785312,0.001068299942932347
wcst_persev_errors,0.006828815373271147,0.0009026303215902304
wcst_nonpersev_errors,0.00765355974930267,0.0010500456287156775
wcst_conceptual_pct,0.019794447984128997,0.0026255307205141094
wcst_persev_resp_pct,0.06599339263660485,0.010837026288936052
wcst_failure_to_maintain_set,0.003829513303257363,0.001224075633133297
drift_congruent,0.04438320260448346,0.007550434823743289
drift_incongruent,0.04684524041848161,0.006007051213594631
drift_neutral,0.06979284151685063,0.009878156014997615
stroop_interference,0.04740599761451439,0.009272000359641609
pop_interference_mean,0.0,0.0
pop_interference_sd,0.0,0.0
prp_bottleneck_effect,0.019415216905812025,0.003279143254193333
pop_prp_mean,0.0,0.0
pop_prp_sd,0.0,0.0
wcst_accuracy,0.026045008033488717,0.004461560742294298
wcst_persev_rate,0.021161156035784057,0.0023680318963862153
wcst_nonpersev_rate,0.04482792145481677,0.008155465042921356
wcst_total_error_rate,0.021400592753462795,0.0030681335385550792
wcst_switch_cost_ms,0.296727049813035,0.054686887545147535
