participant_id,stroop_exg_congruent_mu,stroop_exg_congruent_sigma,stroop_exg_congruent_tau,stroop_exg_correct_congruent_mu,stroop_exg_correct_congruent_sigma,stroop_exg_correct_congruent_tau,stroop_lognorm_correct_congruent_mu,stroop_lognorm_correct_congruent_sigma,stroop_lognorm_correct_congruent_shift,stroop_mix_slow_prop_correct_congruent,stroop_exg_incongruent_mu,stroop_exg_incongruent_sigma,stroop_exg_incongruent_tau,stroop_exg_correct_incongruent_mu,stroop_exg_correct_incongruent_sigma,stroop_exg_correct_incongruent_tau,stroop_lognorm_correct_incongruent_mu,stroop_lognorm_correct_incongruent_sigma,stroop_lognorm_correct_incongruent_shift,stroop_mix_slow_prop_correct_incongruent,stroop_exg_neutral_mu,stroop_exg_neutral_sigma,stroop_exg_neutral_tau,stroop_exg_correct_neutral_mu,stroop_exg_correct_neutral_sigma,stroop_exg_correct_neutral_tau,stroop_lognorm_correct_neutral_mu,stroop_lognorm_correct_neutral_sigma,stroop_lognorm_correct_neutral_shift,stroop_mix_slow_prop_correct_neutral,stroop_exg_mu_interference,stroop_exg_sigma_interference,stroop_exg_tau_interference,stroop_exg_correct_mu_interference,stroop_exg_correct_sigma_interference,stroop_exg_correct_tau_interference,stroop_vincentile_interference_p10_correct,stroop_vincentile_interference_p30_correct,stroop_vincentile_interference_p50_correct,stroop_vincentile_interference_p70_correct,stroop_vincentile_interference_p90_correct,stroop_delta_plot_slope_correct,stroop_slow_prob_baseline,stroop_slow_prob_post_error,stroop_slow_prob_post_error_delta,stroop_slow_prob_stable,stroop_slow_prob_stable_delta
06qcrpGKL6Vc3LVplFQC90VAcRm1,553.4321957173951,88.22131633647811,129.2446206672264,553.4321957173951,88.22131633647811,129.2446206672264,5.447407352295119,1.0360173005953872,385.59999999403954,0.1224868356026919,683.3874811585446,145.9348022717825,54.298774175851136,565.358136224493,60.18746517906967,166.321489131413,5.268460831951923,1.0982243785389625,469.2000000029802,0.2781631677451228,539.1562096636112,67.81288703689607,130.98812078595265,539.1562096636112,67.81288703689607,130.98812078595265,5.297801006850591,1.026142737559444,412.8000000119209,0.4833244181939263,129.9552854411495,57.71348593530439,-74.94584649137526,11.925940507097948,-28.03385115740844,37.07686846418659,57.6600000053644,34.14000000059605,25.299999997019768,72.41999999433745,136.1199999928474,78.459999987483,0.3699458967638567,0.5499698425173761,0.1800239457535194,0.3472083103270252,-0.0227375864368314
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,500.8554692645714,66.22252185016558,120.02075499228648,503.0086195186605,68.55810358397859,120.45560749022988,5.353381349777278,1.0184558059973634,355.60000000009313,0.2224473115326404,471.31023818916094,81.4894868916819,235.35960681924607,483.5277483993613,69.44131550419506,233.04231037087092,5.566062187939332,1.1182173013086507,355.20000000018626,0.718732308094265,450.5665538855805,10.0,278.1856520422729,450.5665538855805,10.0,278.1856520422729,5.169975671638105,1.2668278650885452,450.5,0.0277777777521398,-29.54523107541047,15.266965041516327,115.3388518269596,-19.480871119299195,0.8832119202164677,112.58670288064108,14.779999999981383,11.959999999823026,33.10000000009313,74.32000000011169,270.86000000010245,256.08000000012106,0.1474742292542537,0.1432947158793446,-0.0041795133749091,0.1170618147183588,-0.0304124145358948
0d841i8KPjdjwCYfDuUUXj0SEjH2,617.1928546761542,116.90198159673008,131.8882458513284,622.6330985575368,121.79472919205246,129.28902703714735,5.473347632109469,1.1333467613638504,431.3999996185303,0.5190432661793549,741.9342619529352,106.71824096681226,279.8122765497868,748.2902880174246,109.83105459625966,282.09121902511623,5.531951826960847,1.3085860806518412,638.7999992370605,0.4165041632523562,630.3133496964773,133.93346005626586,346.7857338217774,630.3133496964773,133.93346005626586,346.7857338217774,6.074773156556895,1.1611740955870569,396.69999980926514,0.4434599664777111,124.74140727678105,-10.183740629917809,147.92403069845835,125.65718945988785,-11.963674595792796,152.80219198796888,150.03000020980835,192.09999990463257,280.5,343.1599996566774,426.9999999999999,276.96999979019154,0.454244729578078,0.4653043166358903,0.0110595870578123,0.4333075511542466,-0.0209371784238314
0oa5NYVnIBS9NmrmRAZrahXDctP2,428.6622365389841,62.09285564017532,137.1501843747019,425.2190617040743,59.93669827538661,132.016291002902,5.036914409255461,1.1248427340042453,342.09999999403954,0.205242843036526,401.8045649414512,39.23817043316375,156.634331602356,399.5401677897119,38.11791846492789,158.09384831412746,4.939638856404239,1.1260623685340196,351.59999999403954,0.4303050734239466,494.0427772637094,109.79308469158384,37.38954171244802,501.3908222516365,108.59695901868574,34.823542294496995,4.896151957409302,1.0855830712212922,350.80000001192093,0.298570478735768,-26.857671597532885,-22.854685207011563,19.48414722765412,-25.67889391436239,-21.818779810458715,26.077557311225465,-13.799999986588944,-18.989999996125675,-24.950000002980232,-3.4099999949335142,-28.40000000298028,-14.600000016391334,0.1287813474181086,0.3065055178119559,0.1777241703938472,0.109433970757695,-0.0193473766604135
146QT9LupyU2BAiTsB3PMIpVXM22,719.6151743079349,193.45392263604543,43.10002822520409,719.6151743079349,193.45392263604543,43.10002822520409,5.747008974130785,1.1000203766856418,357.40000000596046,0.4849728019153948,698.1290614490911,179.43716228894155,179.91765509734446,710.128773162665,187.97672789062383,172.652799063197,5.917985487800052,1.1408369911872178,394.59999999403954,0.5383774630612036,525.868948817035,76.6343788536928,210.0498519168617,525.868948817035,76.6343788536928,210.0498519168617,5.4930608261430525,1.1061545901074616,402.2000000029802,0.3678942018362356,-21.486112858843853,-14.016760347103911,136.81762687214038,-9.486401145269951,-5.477194745421599,129.5527708379929,74.33000000268225,99.04999999403958,120.14999999850988,139.09999999701984,169.88000000417264,95.5500000014904,0.0351686706285925,0.0257853645488131,-0.0093833060797794,0.0280027390005265,-0.007165931628066
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,845.9334787274848,239.2473963743492,239.8895063143262,845.9334787274848,239.2473963743492,239.8895063143262,6.1310823021908165,1.3568549082464747,429.40000000596046,0.5041747593317258,817.5816868033406,246.8588319343182,393.8640175772399,824.967476570414,254.43975091955843,395.28513209715794,6.318069850069523,1.3703996663077609,411.90000000596046,0.5802362204322191,798.1039042571555,260.40439992084794,427.5022883908701,798.1039042571555,260.40439992084794,427.5022883908701,6.3679336771252135,1.2836408951167408,401.5,0.5370381005535516,-28.35179192414421,7.611435559968982,153.97451126291364,-20.966002157070875,15.192354545209213,155.39562578283173,-13.290000018477372,74.1000000059604,98.34999997913836,109.82000002265,350.1300000041724,363.4200000226498,0.3100627013147009,0.9434998942411672,0.6334371929264664,0.2761578881106892,-0.0339048132040117
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,849.6438120555024,170.87920907216613,11.18704364170474,849.6438120555024,170.87920907216613,11.18704364170474,5.525422874884047,1.4252381110684471,494.3999999761581,0.4807589961891989,809.9330257446436,142.40447920063104,291.4312575011955,805.3387536172947,139.79442423018742,287.64203953600907,6.148268134248978,1.1414622244845516,488.3999999761581,0.5089094705872095,705.2534365340696,141.2252661554946,174.14891330701823,705.2534365340696,141.2252661554946,174.14891330701823,5.808697525083882,1.1243832859624276,445.2000000476837,0.5850819487234267,-39.71078631085879,-28.47472987153509,280.24421385949074,-44.30505843820765,-31.08478484197872,276.4549958943043,201.96999994516372,84.83000007867815,152.70000004768383,218.5999999642372,448.82999992370605,246.8599999785423,0.1920282508026161,0.1395292914648095,-0.0524989593378065,0.1954797765935712,0.0034515257909551
1fbLQPCcysVlSKup96K4yI5NX6G3,670.111297123244,235.797825036704,246.9041289530753,686.8430249067598,230.7890072688006,243.88074782843003,5.963461092842702,1.2641076281841623,372.3000000715256,0.8493226957130355,711.0518226250309,192.9093537568118,262.2824951126794,711.0518226250309,192.9093537568118,262.2824951126794,5.83792052382816,1.5239997828608742,437.3000000715256,0.3662506643008777,869.2487050374523,238.73942339876123,10.0,869.2487050374523,238.73942339876123,10.0,5.802771411177717,1.442065460954684,385.60000002384186,0.8585041050696244,40.940525501786965,-42.8884712798922,15.37836615960407,24.20879771827117,-37.87965351198878,18.401747284249357,88.99999994039536,46.24999998807914,50.500000059604645,-39.53999999761595,129.5099999666213,40.51000002622595,0.0287888146815058,1.1659453821389736e-10,-0.0287888145649113,0.0113646606433787,-0.017424154038127
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,610.268138402418,31.882646197627587,376.459457507708,610.268138402418,31.882646197627587,376.459457507708,5.461530129299462,1.29334945210916,577.2999999523163,0.4836826687710593,519.3408156444771,10.0,377.8986482253957,518.7999711784157,10.0,386.06630130937793,5.496475429967463,1.2952267115621665,518.0999999046326,0.0285710242193094,515.583287921971,54.11883599158207,317.27866374038763,511.53686722149166,52.538185504223286,326.98369855018404,5.318850213891985,1.3999355125602124,476.2000000476837,0.2919907932643119,-90.92732275794094,-21.882646197627587,1.4391907176877226,-91.46816722400229,-21.882646197627587,9.606843801669982,-48.24999996423719,-14.880000078678108,40.34999996423721,-84.84999996423744,-297.6699999570849,-249.4199999928477,0.0882594122473088,0.0532935687123223,-0.0349658435349864,0.0993599704789902,0.0111005582316814
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,646.5297821175601,141.33041658982313,223.83556380734385,646.5297821175601,141.33041658982313,223.83556380734385,5.858115054746537,1.1743044723461984,394.7000000476837,0.561340433961214,697.4430785797372,155.2831617927273,304.51749873084134,712.3626867104704,155.0958256160444,301.0400246659423,6.163772443830228,1.155051789765974,392.6999999880791,0.5720911459427341,658.2262021691433,156.36696828399843,264.8179746091555,658.2262021691433,156.36696828399843,264.8179746091555,5.888089620322869,1.1760554071659262,429.0,0.174982930690313,50.91329646217707,13.952745202904168,80.68193492349752,65.83290459291027,13.765409026221278,77.20446085859851,100.46000002026562,67.12000002264972,81.45000004768383,182.17000000476835,412.5599999845026,312.099999964237,0.2494218138351866,0.098748439905928,-0.1506733739292586,0.2358789136207536,-0.013542900214433
23AEyocWhqY955WHbxhHRSgQ1ms2,728.8138001791189,118.75884214754628,24.13792164058476,728.8138001791189,118.75884214754628,24.13792164058476,5.328872158191549,1.0438051985999373,490.79999999701977,0.585778161863441,608.2629345015748,45.44882006560264,257.7422878089574,608.2629345015748,45.44882006560264,257.7422878089574,5.301000789754458,1.20179107952446,560.0,0.1948843285702606,701.3396398594901,101.37587208073842,79.14099975826636,701.6485609636989,103.79069362410542,79.01784273719743,5.506525885503611,1.0230189440775372,477.1000000014901,0.7426912319133083,-120.55086567754404,-73.31002208194363,233.60436616837268,-120.55086567754404,-73.31002208194363,233.60436616837268,5.25,37.5,42.80000000447035,110.85000000149012,226.1500000022352,220.9000000022352,0.048550220203066,0.0025585883935967,-0.0459916318094693,0.0422818978613145,-0.0062683223417514
23hG7h2ByUZDbmOMTDtp0HT0xRb2,644.7890410200653,111.22259032273442,344.34589024541674,644.7890410200653,111.22259032273442,344.34589024541674,6.009679833065886,1.156796005428563,427.5,0.3092908114860305,681.1623908655861,193.5395862592167,681.8876936874425,681.1623908655861,193.5395862592167,681.8876936874425,6.416587420969857,1.3148670881514222,448.30000019073486,0.2774017161327911,744.0407143670101,162.27973306348127,318.6721186854965,744.0407143670101,162.27973306348127,318.6721186854965,6.035794935995725,1.188829032203001,487.59999990463257,0.4560917919719274,36.373349845520806,82.31699593648227,337.5418034420257,36.373349845520806,82.31699593648227,337.5418034420257,9.99999976158142,208.0,345.94999980926514,574.5500001907349,910.849999666214,900.8499999046326,0.2386854314467297,,,0.228238240808161,-0.0104471906385686
28nQWMwCaSNFBEXlicY3eHqpwKU2,873.6541051126823,126.17939371065307,171.81202220986697,873.6541051126823,126.17939371065307,171.81202220986697,5.764426606924211,1.0901101229844674,635.6999998092651,0.8222722600660157,808.1925597352803,121.17805996870688,350.5658051337654,808.1925597352803,121.17805996870688,350.5658051337654,5.9134210611064,1.1864750731536795,638.0999999046326,0.1155000618259711,797.2441598909417,94.70772131950255,245.88027394378264,797.2441598909417,94.70772131950255,245.88027394378264,5.608381696998999,1.1633862101541796,658.2000000476837,0.1433844727543126,-65.46154537740199,-5.001333741946198,178.75378292389846,-65.46154537740199,-5.001333741946198,178.75378292389846,-34.14999997615814,-7.949999928474426,88.5,200.8000000715256,187.8999999761581,222.04999995231628,0.1110805308124824,,,0.1042759126821421,-0.0068046181303403
2FHuv7L9nWPdbIiWHRIuXtcoyw83,1085.067754592097,288.3827200648401,11.197443098835002,1085.067754592097,288.3827200648401,11.197443098835002,5.949859567298418,1.2859928378337977,547.9999999998836,0.843528926305247,1205.957142920872,336.3961224788873,178.4368476319563,1181.3716491725256,339.02566222869183,196.20904714762216,6.451823060894134,1.2611062296419917,539.0,0.3048337433852357,878.006684149042,202.95528379548185,403.1729611641407,878.006684149042,202.95528379548185,403.1729611641407,6.282162859628058,1.2443127846735134,541.0,0.8281089094099299,120.88938832877534,48.01340241404722,167.2394045331213,96.30389458042896,50.64294216385173,185.01160404878715,280.0,138.4999999999418,276.5,414.5,367.5000000000582,87.50000000005821,0.1445136362745786,0.1043065790265616,-0.040207057248017,0.15667979795928,0.0121661616847014
2h5FgHUEvBS1twD5DqbTIRrMm1f2,519.2409897808284,131.8925932246314,200.7938703432729,519.2409897808284,131.8925932246314,200.7938703432729,5.685081532070502,1.3491217495969274,298.39999997615814,0.6415975106037295,498.9360176891599,127.25664513994585,359.9718678184787,496.8544268769689,129.87419676074458,367.4369753190401,5.93285772606294,1.2346766125466566,318.4000000357628,0.4470227944600189,429.0481480196877,26.43313910559393,302.56372453233257,429.0481480196877,26.43313910559393,302.56372453233257,5.257370465916653,1.3040059985703245,410.0,0.5993267723568281,-20.304972091668503,-4.63594808468558,159.1779974752058,-22.3865629038595,-2.0183964638868304,166.64310497576716,-25.49000002145772,54.13999994993208,83.59999999403954,167.26999996900545,321.0500000059608,346.5400000274185,0.2957742244230746,0.9999999968274552,0.7042257724043804,0.2449893434190936,-0.050784881003981
2zDXvJKvjeejeOSNbtDbtSI5cdz1,605.192279202873,119.50697625936272,108.31910504872177,605.192279202873,119.50697625936272,108.31910504872177,5.275444098241967,1.3560697343130528,423.1999999992549,0.4799129525774807,846.0698880439522,225.73479857681232,12.915836146187225,846.0698880439522,225.73479857681232,12.915836146187225,5.824025043310932,1.1690634314675377,406.0999999996274,0.4571629566951931,622.3450361225424,142.59610455599542,84.6320771437809,622.3450361225424,142.59610455599542,84.6320771437809,5.387880964391976,1.1967747103774082,402.0,0.6896997480101685,240.8776088410792,106.2278223174496,-95.40326890253452,240.8776088410792,106.2278223174496,-95.40326890253452,81.65000000037253,81.80000000074506,179.25,185.8500000005588,271.30000000074506,189.65000000037253,0.7659058928653961,,,0.773669533474352,0.0077636406089558
3FSnTCSiUodLp5u3bE0xaUjLk0b2,679.8894177530387,123.499270617021,143.0485485027505,679.8894177530387,123.499270617021,143.0485485027505,5.545965937940646,1.134868780843227,479.9000000001397,0.5307711004164843,691.2369739020381,135.0733733589626,187.5156541602564,691.2369739020381,135.0733733589626,187.5156541602564,5.850132046655637,1.0977368889225685,433.19999999995343,0.5614545091854477,687.6362235179107,124.48922448722878,174.91871855835734,687.6362235179107,124.48922448722878,174.91871855835734,5.74711844119408,1.0938354787081748,455.30000000004657,0.7209079675232355,11.347556148999388,11.574102741941616,44.4671056575059,11.347556148999388,11.574102741941616,44.4671056575059,22.54999999993015,41.09999999997672,-7.049999999930151,121.70000000006983,135.25000000011642,112.70000000018626,0.0990577637214257,,,0.0856895235828764,-0.0133682401385492
3WijiOiVCoMbn80F05SPYsxl0TC2,650.328025156165,48.67661269428042,180.21547706840263,650.328025156165,48.67661269428042,180.21547706840263,5.00726121646292,1.2474414950743706,598.3999999761581,0.1762465051107904,650.6956684378546,85.63753803261415,223.60169902673996,650.6956684378546,85.63753803261415,223.60169902673996,5.647638174795167,1.1014043755970595,496.0,0.742350399584246,655.8999350557177,59.43495896328391,165.71496363778874,655.8999350557177,59.43495896328391,165.71496363778874,5.112626149114302,1.1291264505644236,582.8999999761581,0.076568447589457,0.3676432816895385,36.96092533833372,43.3862219583373,0.3676432816895385,36.96092533833372,43.3862219583373,1.9499999284744265,3.5,33.750000059604645,99.0999999642371,149.9999999999999,148.05000007152546,0.1480646206478384,,,0.1433604192547694,-0.004704201393069
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,490.3991410023656,95.1413873035494,114.024274837638,495.93712836284647,102.61765319402213,111.89625349824264,5.167726548411605,1.3248526342427274,350.6000003814697,0.5314581705810439,494.7191808824729,123.98255391116808,232.03956973996452,456.08266112211777,110.96539241014476,256.6974756821887,5.32320190857313,1.4759926817376956,361.8999996185303,0.1429718972614042,528.622726290493,99.97009159778678,173.7895701665183,546.4273709346055,109.07393825059336,146.04998127344032,5.530661974077226,1.1072973287771308,360.30000019073486,0.4817328946839284,4.320039880107288,28.841166607618675,118.01529490232654,-39.854467240728695,8.347739216122662,144.8012221839461,-13.849999332427956,62.38000011444092,76.84999990463257,135.4100006103514,353.50999937057463,367.3599987030026,0.139028436690185,0.3919778260533345,0.2529493893631495,0.1050832166674659,-0.0339452200227191
3xCaqfcHxRQxuOlEzXz3PNcHODH2,540.9693132781837,131.20624354484494,116.22664293234334,540.9693132781837,131.20624354484494,116.22664293234334,5.601777115103805,1.1381999418488555,299.70000000298023,0.479629785251912,547.3169382487122,132.43750925986495,178.52832216055583,545.968281227289,134.9090085314148,181.4791515484681,5.573128496440285,1.17890880507525,357.69999998807907,0.3304555572657818,499.8776105214066,101.6066100082116,249.39495475237027,509.17959298889775,105.00254894430935,252.72637459797255,5.638655392233552,1.283842498816358,347.70000000298023,0.5524181213871355,6.3476249705285,1.2312657150200153,62.30167922821249,4.998967949105349,3.7027649865698606,65.2525086161248,1.6100000053644408,35.51999999731777,55.74999999254942,75.76999999880786,84.14999998658891,82.53999998122447,0.0787905869368063,0.0201917033733585,-0.0585988835634477,0.070749323106585,-0.0080412638302212
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,644.0847611037102,122.66337652936184,143.5100802785836,644.0847611037102,122.66337652936184,143.5100802785836,5.457760870893264,1.1236085868504333,468.30000000004657,0.5096316789147937,736.9995210614229,173.95842852000118,229.11831809388667,736.9995210614229,173.95842852000118,229.11831809388667,6.065751655774891,1.1303525565788182,410.0999999999767,0.7361109573417717,553.4601151631032,106.8916829097142,175.90156690255768,553.4601151631032,106.8916829097142,175.90156690255768,5.527709232848367,1.1289382424364818,386.0,0.5414591270713385,92.9147599577127,51.29505199063934,85.60823781530308,92.9147599577127,51.29505199063934,85.60823781530308,75.75,125.84999999997672,118.0000000000582,200.70000000006985,337.3499999999767,261.5999999999767,0.128809474915473,,,0.1235574514681334,-0.0052520234473396
50R0P1MIMvRvK1qpqfGROchII6R2,759.2539776839436,176.32843050512895,10.0,759.2539776839436,176.32843050512895,10.0,5.786767928175921,1.092838867676703,356.30000019073486,0.7468795364151706,571.711001321218,155.3985994701521,316.3866162293984,563.360697328602,149.78867708653817,303.31360947647465,5.917504368609762,1.2238474168630142,345.09999990463257,0.517463486074422,631.4054065884792,140.26977876324028,168.44138128098652,631.4054065884792,140.26977876324028,168.44138128098652,5.753423072351899,1.126086393021158,382.80000019073486,0.7103173056997615,-187.54297636272565,-20.929831034976843,306.3866162293984,-195.89328035534163,-26.539753418590777,293.31360947647465,-10.649999999999975,-49.36999983787541,20.899999856948853,117.94999952316256,368.1299996852874,378.7799996852874,0.1024773134816087,0.9858416162985224,0.8833643028169138,0.0707731761136118,-0.0317041373679969
5OOi73igsahMZ5IVKQwwyhnj4Cn2,671.0770566145624,69.02592391887437,113.4226400510836,671.0770566145624,69.02592391887437,113.4226400510836,5.308664600398602,1.00709699203573,530.3999999999069,0.67000053859511,918.280714383324,210.52585906988324,10.0,923.921100443155,210.8247848854614,10.0,5.924564054519637,1.130765525937935,453.10000000009313,0.7473066475279353,645.8059065928238,107.86134791407336,138.8742466597767,645.8059065928238,107.86134791407336,138.8742466597767,5.434736529602331,1.101722394742759,477.39999999990687,0.3179436238643583,247.20365776876167,141.49993515100886,-103.4226400510836,252.8440438285926,141.79886096658703,-103.4226400510836,-13.16000000000929,113.269999999972,183.6500000003724,241.5700000001116,216.3900000000375,229.5500000000468,0.7320833849647838,0.9999999629129668,0.267916577948183,0.7194691770282284,-0.0126142079365553
5Z68AKm9rIeeB2lVu3nJO7U31wk1,537.8165680278828,121.58641281355357,45.67982265386736,550.0795295505053,126.17588944352786,35.44957653163551,5.11846065858098,1.1687926280566792,351.5,0.5828890502490651,439.209200163826,91.4334696803231,141.52409318985536,436.2265948428745,91.96943530146125,145.15404569773472,5.1434827989964775,1.2002745895843876,329.59999999962747,0.4241823579925289,418.80281391174026,95.13237306905027,192.1446418953252,413.6900831736975,94.1651222047376,197.85748260750648,5.4150730767456,1.1752172652743147,288.80000000074506,0.0740214631499331,-98.6073678640568,-30.15294313323045,95.844270535988,-113.85293470763082,-34.20645414206662,109.70446916609922,-29.339999999851045,-17.039999999478482,-21.800000000745055,-10.519999999552963,-9.47999999895694,19.860000000894104,0.0786076680739442,0.5397581667090336,0.4611504986350894,0.04035138932531,-0.0382562787486342
5rXSa3anB5ejmFrnwUsTB82byup1,588.4753872639914,75.23918227677295,254.36465622687265,588.4753872639914,75.23918227677295,254.36465622687265,5.350875235418005,1.3017181534165294,511.0999999996274,0.4012359957877278,893.9288314309899,280.07481957954224,97.18243181728418,893.9288314309899,280.07481957954224,97.18243181728418,5.804425660017374,1.4028787054085343,486.3000000002794,0.3070467080995506,518.8112612336674,76.8896876693615,228.49504228857967,518.8112612336674,76.8896876693615,228.49504228857967,5.566412603664086,1.1198158246274512,386.29999999981374,0.6303712332551048,305.45344416699857,204.83563730276927,-157.18222440958846,305.45344416699857,204.83563730276927,-157.18222440958846,71.50000000023283,154.50000000023283,164.45000000018638,281.35000000009313,286.45000000018626,214.94999999995343,0.3836230411349685,,,0.3599602949477423,-0.0236627461872261
