Group,Variable,Column,N,Mean,SD,Min,Max,Median,Skewness,Kurtosis
Total,Age (years),age,197,20.370558375634516,3.4625910719465387,-20.0,29.0,20.0,-7.837550869120056,92.32123152490834
Total,UCLA Loneliness,ucla_score,197,40.53299492385787,11.065905427186854,20.0,73.0,39.0,0.4220844968028593,-0.28837241303498384
Total,DASS-21 Depression,dass_depression,197,7.543147208121828,7.967690895598991,0.0,42.0,4.0,1.7431292370233507,3.5000020949753505
Total,DASS-21 Anxiety,dass_anxiety,197,5.563451776649746,5.944666986086669,0.0,28.0,4.0,1.401470885687976,1.6864598641973902
Total,DASS-21 Stress,dass_stress,197,10.060913705583756,7.647618355267306,0.0,42.0,8.0,0.9295231225535913,0.8962986227311025
Total,Stroop Interference RT,stroop_interference,197,138.6802030456853,104.15904373502714,-94.0,481.0,124.0,0.7272236972428576,0.43897034907385946
Total,Stroop Interference RT Slope,stroop_interference_slope,197,-0.07059209216021492,62.853763203715246,-235.14087301588336,170.47859199124758,-2.825269240393102,0.06706837950640442,0.7494471496585291
Total,WCST Perseverative Error Rate (%),wcst_perseverative_error_rate,197,10.636210713096954,6.138233550402466,0.0,48.4375,9.876543209876544,2.0581400843225044,8.235762867125361
Male,Age (years),age,78,21.064102564102566,2.1218696949461817,18.0,29.0,21.0,0.7365255052385846,0.6813484488169772
Male,UCLA Loneliness,ucla_score,78,38.3974358974359,11.656712846208162,20.0,73.0,36.0,0.7624882032451106,0.16586316315761218
Male,DASS-21 Depression,dass_depression,78,6.333333333333333,8.099489588963715,0.0,42.0,3.0,1.8997679211072407,4.162606705075265
Male,DASS-21 Anxiety,dass_anxiety,78,4.846153846153846,6.337021552578322,0.0,28.0,2.0,1.7035995152298518,2.5251194011900893
Male,DASS-21 Stress,dass_stress,78,9.256410256410257,8.343962585109765,0.0,42.0,8.0,1.2225688937953612,1.8319725733494945
Male,Stroop Interference RT,stroop_interference,78,130.17948717948718,98.35091474359773,-82.0,398.0,121.5,0.5338520938790249,0.17653955641438923
Male,Stroop Interference RT Slope,stroop_interference_slope,78,7.245677333813472,65.17983327311103,-111.79780194736148,170.47859199124758,-2.9656788791819944,0.4549609208375894,-0.2552000226451172
Male,WCST Perseverative Error Rate (%),wcst_perseverative_error_rate,78,10.325550051575867,6.703263078747043,0.0,48.4375,9.45945945945946,2.7419305141523895,12.567322862669982
Female,Age (years),age,119,19.915966386554622,4.055922290426581,-20.0,29.0,20.0,-7.938549166056787,77.4761826459935
Female,UCLA Loneliness,ucla_score,119,41.9327731092437,10.475743646947404,20.0,70.0,42.0,0.24064787144942093,-0.4078937694260474
Female,DASS-21 Depression,dass_depression,119,8.336134453781513,7.812720300269527,0.0,38.0,6.0,1.7208721327050613,3.3345131655799936
Female,DASS-21 Anxiety,dass_anxiety,119,6.033613445378151,5.6507578209479234,0.0,26.0,4.0,1.2144359232163557,1.1591673380204117
Female,DASS-21 Stress,dass_stress,119,10.588235294117647,7.141917043960366,0.0,30.0,10.0,0.70987886758539,-0.04849115531399617
Female,Stroop Interference RT,stroop_interference,119,144.25210084033614,107.84013737287206,-94.0,481.0,130.0,0.7999864329600501,0.4411955962884724
Female,Stroop Interference RT Slope,stroop_interference_slope,119,-4.866130035235406,61.0832491914118,-235.14087301588336,156.99536047284926,-0.8540674613039883,-0.27056785711686065,1.3331706445855005
Female,WCST Perseverative Error Rate (%),wcst_perseverative_error_rate,119,10.839837029051953,5.758200455792045,0.0,32.03125,10.126582278481012,1.3689299545239095,2.9998640341731067
