participant_id,cross_task_cv,cross_task_range,cross_task_mean,cross_task_sd,n_tasks
GE4hogtdLdTFbNasENgtm6SO3hC3,0.9083557290968423,475.2153228460356,217.0942515048936,197.19880710846087,3
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.7840244922759827,579.6302216100502,301.9379299929758,236.72673226160404,3
80UJMJbCOMgs6YVpsMgXfYTzw6o2,1.1256386748141163,490.4410153377057,192.88443338594342,217.11817798882504,3
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.8626282778353824,971.1776404494406,462.77872769332515,399.2060168889425,3
xyAILKfYP2M8GqAai11x6NT7IcP2,1.0388925032085032,921.5280763553301,381.79186907317506,396.640710566084,3
pcbRW89vVJcviD87V3uxyG4I9st2,1.0240037474872221,380.8690914993697,159.02966847579384,162.84697648086345,3
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.848426669826401,734.2358844292406,354.65698045167784,300.90044085530405,3
yatBVTBMCSMp0wJluOCLzTFKMyP2,1.3164533176150561,913.6608489552743,323.15740142227895,425.4216332142196,3
u64Uf920g5VD9Byq26LT2rs5o4t1,1.0418439075572725,486.94922118305556,203.80581516081736,212.33384685004117,3
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1.1608633887780377,852.4135839390108,327.2746639390761,379.9211754415093,3
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.7596862061957685,381.5766386544596,205.37896556574537,156.02356718305248,3
ric6cNjG25XmZJCiKZDOxzeezao1,1.1977831568349906,672.54551341351,256.60128224895897,307.3526939000645,3
kxerHPSL3bQjD74HhiebYf3blPr1,0.7096827708244753,106.9472222222089,75.34861111110445,53.47361111110445,2
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.9784743751037646,553.2795564450477,241.25826725027264,236.06503228632755,3
lpzDdvuMkKWkPxu6xeclmdctEp42,1.038004730059114,491.19520046076894,205.30607210817098,213.108673958139,3
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.6812771357215169,397.3624968974595,258.3194727117216,175.98715047013422,3
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,1.0303474921652782,579.0929186046226,242.76100900543437,250.1281968242618,3
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,1.0707388818326298,743.7422196474992,301.7244533451546,323.06810379635226,3
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1.121507851909442,625.5334562967574,247.00499268834258,277.0180387608105,3
wJqgthfmzIMG17pc6WTECny3DVu2,0.9576310332196535,696.5238612836355,363.6702639751821,348.26193064181774,2
LliUMEIsrCVZ88YFQfevan2Og4z1,0.9318159627131211,365.6131513226205,166.4346472335371,155.08646104073708,3
EUhcW9kURScie1DwGPHqmNqotJB2,1.0555934680591692,746.617782876616,313.7457027510397,331.1879144556312,3
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,1.5043275277487245,633.4325000097353,191.77266028869886,288.48889194189434,3
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.7194085451517463,367.70866774813936,209.55973642924337,150.7590651069454,3
vpFmF3TtdQTW3MyS8ouwz3urZVs2,0.3181640249204121,266.4111111112352,418.6694444443824,133.2055555556176,2
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.9225674525974392,424.4737903228156,196.97868174149596,181.72612063025363,3
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.9847270505763258,598.4666666698953,256.64952380600823,252.729728609309,3
K26uNuY0VNPjJNF26wEx3bFg0kr2,1.0673673194436242,473.9463414633898,194.2633572073769,207.35035884855716,3
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1.1822584061721693,665.7697499289553,255.72771620726712,302.3362421772525,3
DPvStUYSmohmXwFwaKRqHv89R3k1,0.9635036039018328,737.5893633550739,321.67088927897595,309.93106109060074,3
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,1.1353459912262083,566.6424445206801,221.3709582094066,251.33262997695425,3
62fAfeQc27bZelkPX7G54T3gvci2,0.9800002269683279,696.9473214286957,301.2802711641007,295.2547341218981,3
q0Atnpm0jZS5swcVmq0EMalQUKw1,1.2055991307898801,574.5506757717918,215.4395053824597,259.73368042689515,3
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.8525045253704547,700.3959458809068,337.81722727055995,287.99071499625177,3
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,1.0731466026581227,738.480056914174,300.106695785633,322.0584810173068,3
mwsliuPsLFhRFjtjQwYkqcCRDvi2,1.5748567110182987,606.8342653701787,173.6827445394649,273.52543582605307,3
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1.0667343358944188,646.588002790047,262.68619700844016,280.2163859144289,3
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,1.3699715567774475,476.2728864691324,162.74490060054063,222.9558848333136,3
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.9474612474203508,454.57472092924735,202.4987579605338,191.85972581835904,3
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,1.0858755739273007,523.5098926802665,211.39322518549702,229.54673972264467,3
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.9697417946505429,464.39652297910146,202.93478334203314,196.79434099512233,3
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,0.7049823093155874,708.6492676763089,502.6007449493885,354.32463383815445,2
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.7486740489381872,482.63253968820396,264.81351852096486,198.2590091246584,3
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.7361660810961118,620.8787545608732,347.6916056138619,255.9587667347716,3
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.8916736685580966,607.342003263945,282.85225644744645,252.2119091664301,3
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,1.081164202672888,830.6442045454561,332.2689015151637,359.2372419796383,3
LSLmd8jENtONZFVkIpRDX665Bu73,0.9033577376075168,662.3302993280923,304.9364322082294,275.46668551373403,3
mUZzgdWKnPb2txOkJg9FHgqX5792,0.9816093745313039,536.7864522936757,234.20507218889148,229.89789442339665,3
WbOfW9KmUkPQK8o5hlHJnJFdpp92,1.377005488999598,304.88022303384366,103.23270885452375,142.1520067369766,3
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.9548075306324881,776.6437499970197,341.84868386143415,326.39969768770203,3
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,1.028935109536377,777.5430212593942,324.37947140444595,333.7654269408857,3
fEq0OghbLpfD1jigl1Mbz96aMbg2,1.0052637979499974,628.6421335429162,271.09425841872076,272.52124382044127,3
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.9870515192933856,622.8286343159255,267.98034700267175,264.51040864975585,3
cEIs6U87xfbSL5eFTXDK77MmvNf1,1.2453175115756447,630.398469135632,232.35534190918358,289.35617618765264,3
AsXBOflrszVNKoFqbN61bMJqS0k2,1.1257294379248701,648.3522256697465,257.9082575223508,290.33491777681866,3
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1.0631098644535133,475.3608178205433,195.9790027657987,208.34721106608296,3
DzB19GqCB7fyrlEPexogWkjFzEx2,1.047768891247513,848.5765797513169,349.80343329337285,366.5131554563706,3
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1.1445370112034159,641.8413926499107,248.83517802133997,284.8010709348144,3
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.9665023390621242,735.1234931252494,321.3278452867662,310.5641140754519,3
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,1.1485345657906758,658.7098731407222,254.8573570977087,292.71248397277606,3
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.9492402249828938,613.2629612412884,273.6125987451277,259.72408479097925,3
HyQM2xKwwuVfqidmRYF6TiRk90C2,1.1272740749499501,314.23293172908063,124.77143016668465,140.65159852133175,3
roaf78tUWxWSEjAUcUu8O7mrQbl1,1.0174294200002145,450.03911419715075,191.24793835304556,194.58127899477594,3
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1.224162924935425,680.7364131754688,250.45074818755043,306.5925204535373,3
i1tBstVkNiVP0qro7TgGD08IGGa2,1.090726968729427,786.6460106013516,315.62661137141515,344.26245707148456,3
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.7591836183949587,532.8574879227103,288.11305393479535,218.73071079303983,3
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,0.657279714034447,358.70904769112803,272.8739682907121,179.35452384556402,2
2zDXvJKvjeejeOSNbtDbtSI5cdz1,1.05704113185884,701.6793044498756,287.0796038307408,303.4549493668336,3
iWsc4pghIEWOQUZKuQJMfe516UI3,0.992199616293707,514.0583333236475,220.59030500985273,218.86961598888766,3
lHDkoPQu5reNCO45npeYSS9eLQl1,1.1762775843408786,934.1086502873222,357.13527584975674,420.0902195594652,3
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1.3444397648635207,574.4864987088393,200.06468790738313,268.9749219676958,3
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.8760202500258226,134.5873015872935,76.81746031745627,67.29365079364675,2
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,1.1434621719851479,647.9779899921785,252.60859207399372,288.8483693550391,3
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1.1255936948681733,735.1729206963054,290.1937513432038,326.6402568020527,3
CDEoAyvS8feXLKMKsaZah9agEhF3,0.9627833901587008,673.6472152690203,295.1277209938146,284.144067748236,3
GDZGRW51kbWtAdUIHCtEd8sAtqY2,1.408129550751698,696.5022221770549,229.58532351094502,323.28587845465023,3
