a,b,c_prime,c,indirect,indirect_ci_lower,indirect_ci_upper,indirect_significant,proportion_mediated,gender,mediator,outcome,n
0.4021838454148887,-0.11799113517009197,-0.04576823390917577,-0.0932223623767523,-0.047454128467575504,-0.15533078721149754,0.03265208949514844,False,0.5090423290904454,Female,dass_depression,pe_rate,45
0.4021838454148887,0.258590656884478,0.0716323136652583,0.17563329843941586,0.10400098477416143,-0.04444628221690535,0.2710104974809149,False,0.5921484462129841,Female,dass_depression,wcst_accuracy,45
0.2456001385848597,0.030281812426406682,-0.10065957970527861,-0.0932223623767523,0.007437217328526208,-0.0659440709653286,0.0977318366710502,False,-0.0797793269652314,Female,dass_anxiety,pe_rate,45
0.2456001385848597,0.14984520360294726,0.13883129566825386,0.17563329843941586,0.036802002771160365,-0.09084003312879324,0.17895803706116437,False,0.20953886932696364,Female,dass_anxiety,wcst_accuracy,45
0.28628739350225996,-0.06996007848371086,-0.07319367385843746,-0.0932223623767523,-0.02002868851831512,-0.11177657642203646,0.04635927639825413,False,0.2148485407114061,Female,dass_stress,pe_rate,45
0.28628739350225996,-0.014726800655797992,0.17984939581378975,0.17563329843941586,-0.00421609737437578,-0.09361675501531543,0.16691108307233024,False,-0.024005114131760777,Female,dass_stress,wcst_accuracy,45
0.5567124785275308,-0.17207090074552778,0.17249964572110485,0.07670562808459719,-0.09579401763650752,-0.33497154218518416,0.0502092788232547,False,-1.2488525291893589,Male,dass_depression,pe_rate,27
0.5567124785275308,0.6396811323660432,-0.45101475368110366,-0.09489628501430801,0.3561184686667974,-0.15213902154122383,0.93537829410395,False,-3.7527124335067867,Male,dass_depression,wcst_accuracy,27
0.350990447349346,-0.20706682150538,0.1493841043959777,0.07670562808459719,-0.0726784763113805,-0.20412148599628713,0.03547257534832021,False,-0.9474986141984885,Male,dass_anxiety,pe_rate,27
0.350990447349346,0.6023447547002152,-0.3063135399250665,-0.09489628501430801,0.2114172549107606,-0.07313002232559772,0.5723301281100369,False,-2.2278770436470103,Male,dass_anxiety,wcst_accuracy,27
0.47473447515454203,-0.27722157032841754,0.2083122647759767,0.07670562808459719,-0.13160663669137926,-0.3269962605937223,0.04244319121222351,False,-1.7157363804678425,Male,dass_stress,pe_rate,27
0.47473447515454203,0.8062267254422917,-0.47763990637271775,-0.09489628501430801,0.3827436213584114,-0.13816064607080225,0.9299572638900092,False,-4.033283508418724,Male,dass_stress,wcst_accuracy,27
