participant_id,participant_idx,trial_index,soa_ms,soa_sec,soa_category,t1_rt_ms,t1_rt_sec,t2_rt_ms,t2_rt_sec,t1_correct,t2_correct
GE4hogtdLdTFbNasENgtm6SO3hC3,20,0.0,50.0,0.05,short,1781.0,1.781,2217.5,2.2175,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,1.0,50.0,0.05,short,1052.5999999940395,1.0525999999940396,1231.0,1.231,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,2.0,150.0,0.15,medium_short,1634.9000000059605,1.6349000000059604,1792.100000023842,1.792100000023842,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,3.0,600.0,0.6,medium_long,818.0,0.818,648.5999999940395,0.6485999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,4.0,300.0,0.3,medium_long,851.0999999940395,0.8510999999940395,882.4000000059605,0.8824000000059604,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,5.0,300.0,0.3,medium_long,898.3000000119209,0.8983000000119209,809.7999999821186,0.8097999999821186,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,6.0,600.0,0.6,medium_long,794.6999999880791,0.794699999988079,557.5999999940395,0.5575999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,7.0,300.0,0.3,medium_long,942.2999999821186,0.9422999999821186,883.0999999940395,0.8830999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,8.0,600.0,0.6,medium_long,840.9000000059605,0.8409000000059604,751.0,0.751,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,9.0,1200.0,1.2,long,1728.0999999940395,1.7280999999940396,798.7999999821186,0.7987999999821186,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,10.0,50.0,0.05,short,761.5999999940395,0.7615999999940395,969.2999999821186,0.9692999999821186,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,11.0,50.0,0.05,short,659.4000000059605,0.6594000000059604,850.0999999940395,0.8500999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,12.0,150.0,0.15,medium_short,690.2999999821186,0.6902999999821187,764.5,0.7645,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,13.0,50.0,0.05,short,663.5,0.6635,815.2999999821186,0.8152999999821187,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,14.0,1200.0,1.2,long,1058.0,1.058,891.5,0.8915,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,15.0,150.0,0.15,medium_short,1141.0,1.141,1288.5,1.2885,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,16.0,300.0,0.3,medium_long,859.6999999880791,0.8596999999880791,790.0999999940395,0.7900999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,17.0,1200.0,1.2,long,1683.0,1.683,815.0,0.815,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,18.0,600.0,0.6,medium_long,949.4000000059604,0.9494000000059604,688.0999999940395,0.6880999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,19.0,600.0,0.6,medium_long,999.1999999880792,0.9991999999880792,720.2000000178814,0.7202000000178814,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,20.0,50.0,0.05,short,716.7000000178814,0.7167000000178814,915.4000000059604,0.9154000000059603,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,21.0,600.0,0.6,medium_long,917.100000023842,0.917100000023842,630.1000000238419,0.6301000000238418,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,22.0,150.0,0.15,medium_short,641.4000000059605,0.6414000000059604,638.0,0.638,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,23.0,600.0,0.6,medium_long,1019.5,1.0195,620.5999999940395,0.6205999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,24.0,50.0,0.05,short,685.9000000059605,0.6859000000059605,853.6000000238419,0.8536000000238418,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,25.0,150.0,0.15,medium_short,764.3999999761581,0.7643999999761582,701.1000000238419,0.7011000000238419,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,26.0,50.0,0.05,short,895.6999999880791,0.895699999988079,898.0999999940395,0.8980999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,27.0,1200.0,1.2,long,1620.2999999821186,1.6202999999821186,527.8000000119209,0.527800000011921,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,28.0,300.0,0.3,medium_long,919.9000000059604,0.9199000000059604,709.0,0.709,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,29.0,1200.0,1.2,long,1727.199999988079,1.7271999999880792,615.0999999940395,0.6150999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,30.0,1200.0,1.2,long,1649.300000011921,1.649300000011921,638.7999999821186,0.6387999999821186,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,31.0,150.0,0.15,medium_short,1087.4000000059605,1.0874000000059605,1155.699999988079,1.155699999988079,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,32.0,300.0,0.3,medium_long,1028.0999999940395,1.0280999999940394,870.7999999821186,0.8707999999821187,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,33.0,50.0,0.05,short,1020.6999999880792,1.0206999999880793,1088.800000011921,1.088800000011921,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,34.0,50.0,0.05,short,924.7000000178814,0.9247000000178814,970.5,0.9705,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,35.0,600.0,0.6,medium_long,618.8000000119209,0.6188000000119209,881.6999999880791,0.881699999988079,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,36.0,600.0,0.6,medium_long,611.0999999940395,0.6110999999940395,522.5999999940395,0.5225999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,37.0,150.0,0.15,medium_short,779.5,0.7795,733.8000000119209,0.7338000000119209,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,38.0,1200.0,1.2,long,742.2999999821186,0.7422999999821186,426.09999999403954,0.4260999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,39.0,150.0,0.15,medium_short,981.1999999880792,0.9811999999880792,1022.5,1.0225,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,40.0,150.0,0.15,medium_short,980.9000000059604,0.9809000000059603,913.899999976158,0.913899999976158,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,41.0,300.0,0.3,medium_long,1127.7999999821186,1.1277999999821187,957.5999999940396,0.9575999999940397,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,42.0,600.0,0.6,medium_long,1114.800000011921,1.114800000011921,670.0,0.67,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,43.0,150.0,0.15,medium_short,1662.0999999940395,1.6620999999940396,1601.9000000059605,1.6019000000059604,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,44.0,150.0,0.15,medium_short,779.5,0.7795,753.3000000119209,0.7533000000119209,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,45.0,150.0,0.15,medium_short,844.5999999940395,0.8445999999940396,820.0999999940395,0.8200999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,46.0,50.0,0.05,short,812.1000000238419,0.8121000000238419,884.5,0.8845,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,47.0,150.0,0.15,medium_short,992.2000000178814,0.9922000000178814,984.8000000119208,0.9848000000119208,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,48.0,300.0,0.3,medium_long,1784.0,1.784,1727.7000000178814,1.7277000000178815,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,49.0,1200.0,1.2,long,1610.5,1.6105,620.5999999940395,0.6205999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,50.0,300.0,0.3,medium_long,1142.0,1.142,1038.199999988079,1.038199999988079,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,51.0,1200.0,1.2,long,1096.5999999940395,1.0965999999940395,560.7000000178814,0.5607000000178813,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,52.0,600.0,0.6,medium_long,1052.9000000059605,1.0529000000059605,639.2000000178814,0.6392000000178814,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,53.0,300.0,0.3,medium_long,774.0999999940395,0.7740999999940396,650.3000000119209,0.6503000000119209,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,54.0,600.0,0.6,medium_long,984.3000000119208,0.9843000000119209,552.4000000059605,0.5524000000059605,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,55.0,300.0,0.3,medium_long,943.0999999940396,0.9430999999940396,775.7000000178814,0.7757000000178814,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,56.0,1200.0,1.2,long,1693.9000000059605,1.6939000000059605,696.0999999940395,0.6960999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,57.0,600.0,0.6,medium_long,1551.699999988079,1.5516999999880792,1080.4000000059605,1.0804000000059604,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,58.0,600.0,0.6,medium_long,1079.5999999940395,1.0795999999940395,665.5999999940395,0.6655999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,59.0,1200.0,1.2,long,1606.9000000059605,1.6069000000059606,540.5999999940395,0.5405999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,60.0,50.0,0.05,short,1054.800000011921,1.0548000000119209,1083.0,1.083,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,61.0,600.0,0.6,medium_long,1162.7000000178814,1.1627000000178813,669.0,0.669,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,62.0,300.0,0.3,medium_long,805.0999999940395,0.8050999999940396,628.0,0.628,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,63.0,300.0,0.3,medium_long,1018.899999976158,1.018899999976158,820.2999999821186,0.8202999999821186,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,64.0,600.0,0.6,medium_long,971.9000000059604,0.9719000000059603,473.8999999761581,0.47389999997615806,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,65.0,50.0,0.05,short,583.0,0.583,637.4000000059605,0.6374000000059604,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,66.0,1200.0,1.2,long,1689.5,1.6895,623.0999999940395,0.6230999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,67.0,1200.0,1.2,long,1936.7999999821184,1.9367999999821184,855.5,0.8555,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,68.0,600.0,0.6,medium_long,959.6999999880792,0.9596999999880792,482.40000000596046,0.48240000000596045,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,70.0,150.0,0.15,medium_short,1780.800000011921,1.7808000000119208,1757.5,1.7575,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,71.0,1200.0,1.2,long,1657.399999976158,1.657399999976158,789.1999999880791,0.7891999999880791,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,72.0,600.0,0.6,medium_long,1320.0,1.32,852.5999999940395,0.8525999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,73.0,300.0,0.3,medium_long,798.4000000059605,0.7984000000059605,636.3000000119209,0.6363000000119209,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,74.0,300.0,0.3,medium_long,771.5,0.7715,627.0999999940395,0.6270999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,75.0,600.0,0.6,medium_long,1084.2999999821186,1.0842999999821186,623.0,0.623,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,76.0,50.0,0.05,short,960.6999999880792,0.9606999999880792,1051.5,1.0515,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,77.0,300.0,0.3,medium_long,1594.5,1.5945,1539.5,1.5395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,78.0,150.0,0.15,medium_short,759.7000000178814,0.7597000000178814,703.6999999880791,0.7036999999880791,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,79.0,150.0,0.15,medium_short,1003.7999999821186,1.0037999999821186,952.7999999821186,0.9527999999821186,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,80.0,1200.0,1.2,long,1644.5,1.6445,559.5,0.5595,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,81.0,50.0,0.05,short,741.9000000059605,0.7419000000059605,802.0,0.802,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,82.0,50.0,0.05,short,1490.699999988079,1.490699999988079,1539.2000000178814,1.5392000000178814,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,83.0,50.0,0.05,short,1242.0,1.242,1288.0,1.288,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,84.0,1200.0,1.2,long,1601.5,1.6015,527.8000000119209,0.527800000011921,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,85.0,1200.0,1.2,long,1607.5999999940395,1.6075999999940396,559.0999999940395,0.5590999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,87.0,50.0,0.05,short,1829.5999999940395,1.8295999999940395,1903.5999999940395,1.9035999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,88.0,1200.0,1.2,long,1667.2999999821186,1.6672999999821185,600.1999999880791,0.600199999988079,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,89.0,50.0,0.05,short,2555.7999999821186,2.555799999982119,2623.9000000059605,2.6239000000059605,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,90.0,150.0,0.15,medium_short,1015.9000000059604,1.0159000000059604,919.0,0.919,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,91.0,1200.0,1.2,long,1591.5,1.5915,511.6999999880791,0.5116999999880791,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,92.0,50.0,0.05,short,693.7000000178814,0.6937000000178813,719.2000000178814,0.7192000000178814,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,93.0,600.0,0.6,medium_long,1008.5999999940396,1.0085999999940396,508.3000000119209,0.5083000000119209,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,94.0,300.0,0.3,medium_long,812.3000000119209,0.8123000000119209,603.5999999940395,0.6035999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,95.0,300.0,0.3,medium_long,1178.7999999821186,1.1787999999821186,992.4000000059604,0.9924000000059604,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,96.0,600.0,0.6,medium_long,1078.5999999940395,1.0785999999940394,581.4000000059605,0.5814000000059605,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,97.0,300.0,0.3,medium_long,861.6999999880791,0.8616999999880791,675.8000000119209,0.675800000011921,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,98.0,1200.0,1.2,long,1625.199999988079,1.625199999988079,502.8000000119209,0.5028000000119208,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,99.0,50.0,0.05,short,859.2999999821186,0.8592999999821186,917.6999999880792,0.9176999999880792,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,100.0,150.0,0.15,medium_short,912.0,0.912,1066.2000000178814,1.0662000000178813,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,101.0,150.0,0.15,medium_short,1075.9000000059605,1.0759000000059604,1016.5,1.0165,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,102.0,600.0,0.6,medium_long,1100.600000023842,1.100600000023842,622.5,0.6225,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,103.0,300.0,0.3,medium_long,918.2000000178814,0.9182000000178814,723.3000000119209,0.723300000011921,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,104.0,50.0,0.05,short,1066.2999999821186,1.0662999999821186,1111.9000000059605,1.1119000000059605,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,105.0,300.0,0.3,medium_long,750.9000000059605,0.7509000000059605,572.7000000178814,0.5727000000178813,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,106.0,1200.0,1.2,long,1795.9000000059605,1.7959000000059604,733.8000000119209,0.7338000000119209,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,107.0,50.0,0.05,short,961.7999999821186,0.9617999999821186,1035.100000023842,1.0351000000238422,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,108.0,150.0,0.15,medium_short,1742.0,1.742,1704.4000000059605,1.7044000000059605,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,109.0,300.0,0.3,medium_long,804.0999999940395,0.8040999999940396,621.2999999821186,0.6212999999821186,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,110.0,150.0,0.15,medium_short,753.5999999940395,0.7535999999940395,668.3000000119209,0.6683000000119209,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,111.0,600.0,0.6,medium_long,1242.2999999821186,1.2422999999821187,729.0999999940395,0.7290999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,112.0,600.0,0.6,medium_long,998.1999999880792,0.9981999999880792,501.59999999403954,0.5015999999940395,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,113.0,300.0,0.3,medium_long,1534.5999999940395,1.5345999999940396,1329.899999976158,1.3298999999761578,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,114.0,1200.0,1.2,long,1602.100000023842,1.6021000000238421,497.2000000178814,0.4972000000178814,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,115.0,150.0,0.15,medium_short,1193.5999999940395,1.1935999999940394,1134.600000023842,1.134600000023842,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,117.0,1200.0,1.2,long,1663.5,1.6635,585.5999999940395,0.5855999999940396,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,118.0,1200.0,1.2,long,1727.9000000059605,1.7279000000059606,652.7000000178814,0.6527000000178814,True,True
GE4hogtdLdTFbNasENgtm6SO3hC3,20,119.0,150.0,0.15,medium_short,1038.0999999940395,1.0380999999940395,1563.9000000059605,1.5639000000059604,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,0.0,150.0,0.15,medium_short,1490.0,1.49,1318.2999999821186,1.3182999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,1.0,1200.0,1.2,long,1902.0,1.902,698.8999999761581,0.6988999999761581,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,2.0,150.0,0.15,medium_short,1171.2000000178814,1.1712000000178815,1007.0,1.007,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,3.0,50.0,0.05,short,1029.2000000178814,1.0292000000178814,927.7999999821186,0.9277999999821186,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,4.0,300.0,0.3,medium_long,1389.5,1.3895,1038.0999999940395,1.0380999999940395,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,5.0,150.0,0.15,medium_short,1034.5,1.0345,843.4000000059605,0.8434000000059605,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,6.0,150.0,0.15,medium_short,1031.4000000059605,1.0314000000059604,869.4000000059605,0.8694000000059605,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,7.0,600.0,0.6,medium_long,1229.899999976158,1.229899999976158,602.6999999880791,0.6026999999880791,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,8.0,1200.0,1.2,long,1704.5999999940395,1.7045999999940395,495.8999999761581,0.4958999999761581,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,9.0,300.0,0.3,medium_long,1098.5,1.0985,778.5999999940395,0.7785999999940395,True,True
Qv0jhW3sqicqQvd7LfReAsI7nD73,32,10.0,150.0,0.15,medium_short,1043.0999999940395,1.0430999999940396,859.1999999880791,0.859199999988079,True,True
