x_var,m_var,y_var,n,c_coef,c_se,c_p,c_ci_lower,c_ci_upper,a_coef,a_se,a_p,a_ci_lower,a_ci_upper,c_prime_coef,c_prime_se,c_prime_p,c_prime_ci_lower,c_prime_ci_upper,b_coef,b_se,b_p,b_ci_lower,b_ci_upper,indirect_effect,indirect_se,indirect_z,indirect_p,proportion_mediated,error,outcome_label,mediator_label,boot_indirect,boot_ci_lower,boot_ci_upper
z_ucla_total,z_dass_total,p_lapsed_to_focused,150,-0.04847759355516244,0.02196204387515553,0.028873324062475204,-0.09188722187320757,-0.0050679652371173195,0.622146976895237,0.06203230806772969,2.7889475050377537e-18,0.49953546349338845,0.7447584902970855,-0.05806572310397802,0.028695333014265818,0.04488199713010595,-0.11478756398992081,-0.0013438822180352333,0.015411357613058417,0.02957841829362727,0.6031490892224303,-0.04305607105469392,0.07387878628081075,0.00958812954881569,0.01842693925014754,0.5203321842361269,0.6028320676552839,-0.1977847670574943,,HMM: P(Lapse→Focus),DASS Total,0.010034417144663741,-0.028623766306407093,0.04938505354597989
z_ucla_total,z_dass_depression,p_lapsed_to_focused,150,-0.04847759355516244,0.02196204387515553,0.028873324062475204,-0.09188722187320757,-0.0050679652371173195,0.6517761912582172,0.060066303526223254,2.0276850891373017e-20,0.5330506334123962,0.7705017491040381,-0.07627049895439882,0.029509951075421786,0.010751302657174248,-0.13460258900611127,-0.017938408902686373,0.04264179295285986,0.03036686987808468,0.16242126656253592,-0.0173841618103251,0.10266774771604481,0.027792905399236484,0.019957445842191526,1.3926083337017112,0.1637382615531644,-0.5733144605788044,,HMM: P(Lapse→Focus),DASS Depression,0.027599164675383314,-0.014079267336071065,0.06972745989652052
z_ucla_total,z_dass_anxiety,p_lapsed_to_focused,150,-0.04847759355516244,0.02196204387515553,0.028873324062475204,-0.09188722187320757,-0.0050679652371173195,0.4485287948138754,0.07091786540978029,3.00832570465718e-09,0.3083543103238289,0.588703279303922,-0.0379271444393668,0.024840380153454467,0.12901102892130017,-0.08702893008200416,0.01117464120327056,-0.023522345137672665,0.025822165141604812,0.3638619656443569,-0.0745648175064193,0.027520127231073978,-0.010550449115796343,0.011701500201877988,-0.9016321782486564,0.36725229161953044,0.21763557846143977,,HMM: P(Lapse→Focus),DASS Anxiety,-0.009579604847039779,-0.03456548845630581,0.016091903115657214
z_ucla_total,z_dass_stress,p_lapsed_to_focused,150,-0.04847759355516244,0.02196204387515553,0.028873324062475204,-0.09188722187320757,-0.0050679652371173195,0.5082950247910016,0.07201159213280325,6.572824054525696e-11,0.36595870733140845,0.6506313422505948,-0.055948078520985545,0.025538896785242335,0.030093116511852203,-0.10643061653979358,-0.005465540502177513,0.014697143590761394,0.025474017779973775,0.5648827894530903,-0.035657148604523625,0.06505143578604641,0.007470484965822974,0.012991498605516074,0.5750287316854326,0.5652718656311584,-0.1541018111248105,,HMM: P(Lapse→Focus),DASS Stress,0.007893038256706644,-0.018486556954318653,0.035480268758035914
z_ucla_total,z_dass_total,lapsed_occupancy,150,0.010785547939314393,0.008587586069200695,0.21116932395267976,-0.006188460560638317,0.027759556439267103,0.622146976895237,0.06203230806772969,2.7889475050377537e-18,0.49953546349338845,0.7447584902970855,0.009850531905269,0.011230416758160684,0.38188739501322233,-0.012348545279948808,0.032049609090486805,0.001502886084429009,0.011576027513585458,0.8968853889329078,-0.021379357184553312,0.024385129353411333,0.0009350160340454279,0.007202593896981139,0.12981656989398307,0.8967115529717573,0.0866915653526699,,HMM: Lapsed Occupancy,DASS Total,0.0005252481418569719,-0.014679198388420604,0.016016397375776464
z_ucla_total,z_dass_depression,lapsed_occupancy,150,0.010785547939314393,0.008587586069200695,0.21116932395267976,-0.006188460560638317,0.027759556439267103,0.6517761912582172,0.060066303526223254,2.0276850891373017e-20,0.5330506334123962,0.7705017491040381,0.019387783538361132,0.011568636189334344,0.09594447229321905,-0.0034798493576417323,0.04225541643436399,-0.013198143341874115,0.011904569713807843,0.2694371557555585,-0.03672981341472266,0.010333526730974433,-0.008602235599046708,0.007799509054843684,-1.1029201374802573,0.2700618483325141,-0.7975705682685535,,HMM: Lapsed Occupancy,DASS Depression,-0.00853424546824079,-0.02616592881177603,0.009235853988435317
z_ucla_total,z_dass_anxiety,lapsed_occupancy,150,0.010785547939314393,0.008587586069200695,0.21116932395267976,-0.006188460560638317,0.027759556439267103,0.4485287948138754,0.07091786540978029,3.00832570465718e-09,0.3083543103238289,0.588703279303922,0.004531770085468324,0.009676423133085836,0.6402608869767219,-0.014595540025450549,0.023659080196387197,0.013942868163996116,0.01005887166697968,0.16786588165132363,-0.005940424979975694,0.03382616130796792,0.00625377785384593,0.00461877704422768,1.3539899834874243,0.1757395733724152,0.5798294058895505,,HMM: Lapsed Occupancy,DASS Anxiety,0.0058418466834328185,-0.002630254714291795,0.014788962528631556
z_ucla_total,z_dass_stress,lapsed_occupancy,150,0.010785547939314393,0.008587586069200695,0.21116932395267976,-0.006188460560638317,0.027759556439267103,0.5082950247910016,0.07201159213280325,6.572824054525696e-11,0.36595870733140845,0.6506313422505948,0.009809599664986794,0.009996525038556489,0.3281016520793488,-0.009950453385014435,0.029569652714988022,0.0019200429410633135,0.009971129869528726,0.8475766013380878,-0.01778981167645594,0.021629897558582568,0.0009759482743275646,0.005070161330848063,0.19248860354593927,0.8473594940488256,0.09048666602928315,,HMM: Lapsed Occupancy,DASS Stress,0.0006498574106556104,-0.009955468102403883,0.011704517166009606
z_ucla_total,z_dass_total,p_focused_to_lapsed,150,0.0027014128265341686,0.006643120802265365,0.6848701691850828,-0.010429214110443983,0.015832039763512322,0.622146976895237,0.06203230806772969,2.7889475050377537e-18,0.49953546349338845,0.7447584902970855,-0.0006039877322989761,0.008677355764035997,0.9446052624594741,-0.0177564491696231,0.01654847370502515,0.005312893386267724,0.00894439727685597,0.5534564879063653,-0.01236742692596772,0.02299321369850317,0.0033054005588331633,0.005574480602957593,0.5929522038482745,0.5532131396991622,1.2235821664746787,,HMM: P(Focus→Lapse),DASS Total,0.0028466219501243535,-0.008242362621332957,0.014220119444684572
z_ucla_total,z_dass_depression,p_focused_to_lapsed,150,0.0027014128265341686,0.006643120802265365,0.6848701691850828,-0.010429214110443983,0.015832039763512322,0.6517761912582172,0.060066303526223254,2.0276850891373017e-20,0.5330506334123962,0.7705017491040381,0.004897143991022727,0.008983387051557915,0.5865110199876691,-0.01286024710466461,0.022654535086710066,-0.003368842240539349,0.009244249336839365,0.7160784557553275,-0.02164187778027345,0.014904193299194752,-0.0021957311644885355,0.00602857866341012,-0.36422037217749437,0.7156934554498027,-0.8128084470915882,,HMM: P(Focus→Lapse),DASS Depression,-0.002184702303809496,-0.014019999506838523,0.011045005235913053
